customer_id,account_open_date
15650068,2026-06-30
15811490,2022-05-17
15803976,2017-05-25
15682541,2021-01-14
15695699,2019-04-29
15624188,2021-01-28
15812191,2022-08-22
15636673,2025-08-15
15594898,2024-10-20
15660211,2020-05-23
15773972,2023-04-15
15746726,2019-05-09
15712287,2023-05-23
15702919,2020-09-14
15674398,2023-09-29
15797960,2026-06-30
15631868,2025-04-09
15581539,2024-05-17
15662736,2024-11-24
15666252,2018-02-10
15677512,2023-08-25
15626114,2023-06-03
15810834,2025-05-10
15678910,2019-06-20
15694408,2026-04-21
15585215,2023-05-16
15682757,2023-07-09
15736601,2023-03-25
15601848,2024-10-28
15736008,2018-06-03
15669064,2026-04-18
15624528,2020-05-10
15598493,2020-04-20
15601274,2025-10-05
15702669,2025-04-12
15728669,2018-08-08
15742668,2021-05-13
15697441,2020-05-08
15740476,2023-09-19
15648064,2025-04-23
15636624,2021-12-14
15807923,2016-10-19
15745844,2021-04-15
15786170,2022-09-20
15681081,2021-07-08
15684484,2018-09-08
15785869,2019-10-27
15763859,2020-05-10
15658935,2018-06-16
15747358,2023-10-09
15735203,2026-02-18
15576256,2021-11-22
15659420,2024-06-22
15593365,2025-01-11
15777352,2020-06-06
15812007,2020-08-10
15625461,2026-06-18
15739438,2026-06-30
15611759,2019-06-15
15661629,2017-10-04
15633950,2025-08-08
15592386,2023-12-05
15803716,2024-03-21
15696674,2024-10-22
15706365,2018-02-05
15745088,2018-01-02
15676715,2017-11-17
15613085,2024-01-26
15633537,2017-09-30
15594720,2019-03-14
15684042,2024-06-30
15583303,2025-06-01
15611579,2023-01-11
15774696,2026-03-18
15694506,2026-06-30
15688074,2026-03-01
15759537,2019-11-09
15758449,2018-07-25
15583456,2017-02-26
15667871,2022-10-28
15677371,2024-10-22
15629677,2025-05-04
15713578,2018-03-18
15591509,2019-10-17
15568240,2016-10-20
15622993,2018-11-25
15689294,2023-11-23
15720910,2017-10-15
15721181,2020-08-15
15776433,2024-11-30
15748936,2025-06-07
15717225,2017-03-03
15685226,2020-05-24
15785611,2024-02-09
15573456,2017-10-17
15684548,2019-01-15
15620505,2026-06-30
15807432,2024-10-12
15584766,2023-12-03
15612187,2019-01-27
15762218,2018-02-23
15646372,2025-12-16
15690452,2025-12-07
15747795,2022-09-15
15781589,2018-12-19
15732674,2021-05-24
15642291,2019-04-15
15692761,2017-08-30
15578045,2017-07-30
15745354,2023-01-03
15701376,2017-02-15
15691625,2023-10-30
15566594,2017-04-23
15760431,2026-03-30
15686302,2024-03-01
15801559,2017-09-19
15810432,2018-09-10
15809616,2018-07-08
15720559,2021-09-27
15695632,2017-12-19
15659843,2021-05-05
15615624,2020-07-26
15810418,2023-11-28
15716186,2025-02-14
15674551,2019-09-08
15622834,2023-03-10
15566111,2017-12-26
15784597,2017-09-26
15652883,2017-02-23
15806964,2026-06-30
15576313,2018-03-30
15806467,2026-04-06
15597602,2023-08-07
15743040,2024-12-01
15705521,2026-06-30
15595039,2019-06-13
15799384,2019-01-04
15581197,2023-07-18
15693737,2022-09-28
15624623,2017-05-04
15783501,2024-12-13
15690134,2024-04-17
15782735,2024-02-28
15611088,2018-06-24
15672145,2020-02-02
15732628,2025-06-10
15787470,2024-05-20
15803406,2026-02-08
15730460,2025-03-18
15644572,2022-12-30
15694860,2021-04-28
15658169,2021-01-15
15794396,2020-05-22
15785798,2018-03-27
15710825,2019-12-20
15668444,2023-10-02
15726631,2020-09-27
15733797,2022-02-17
15747960,2024-04-04
15634632,2024-01-06
15707362,2026-02-13
15662976,2018-10-07
15732778,2025-07-28
15718443,2023-10-12
15670039,2023-10-07
15773792,2022-10-24
15613786,2023-01-12
15726032,2017-08-19
15663252,2017-09-22
15593782,2022-03-09
15633283,2019-03-14
15749167,2023-07-23
15759298,2016-11-25
15683625,2026-01-13
15635367,2024-11-28
15681705,2018-09-13
15603156,2025-11-29
15591986,2021-05-25
15798888,2026-01-28
15809722,2019-03-10
15677538,2020-05-07
15797736,2023-04-04
15695585,2020-11-15
15744398,2021-07-02
15750658,2018-11-05
15578186,2018-03-31
15676519,2018-05-06
15637954,2026-06-30
15758639,2019-11-29
15613772,2024-03-28
15731744,2025-01-14
15807709,2018-02-04
15714689,2025-09-18
15699005,2024-09-17
15624170,2022-12-05
15725679,2020-07-10
15585865,2024-10-30
15804256,2019-03-04
15662403,2020-11-24
15733616,2021-08-29
15591995,2018-12-17
15677020,2018-08-15
15727688,2023-02-11
15715941,2021-07-09
15714485,2021-11-20
15730059,2018-01-21
15715527,2022-07-09
15576623,2022-02-18
15805565,2019-08-18
15677307,2020-12-15
15773890,2021-07-18
15598883,2024-11-14
15568506,2016-09-15
15761043,2020-10-26
15782236,2022-04-03
15593601,2020-11-15
15682048,2024-03-30
15746902,2018-04-28
15752081,2016-09-29
15781307,2019-07-29
15775912,2022-07-07
15745417,2021-01-12
15671256,2026-06-28
15653547,2019-11-04
15595766,2022-02-21
15742358,2019-04-10
15763274,2024-02-22
15786063,2025-03-31
15600258,2025-06-10
15573318,2018-09-10
15653849,2023-07-07
15694272,2025-08-24
15736112,2024-08-14
15749851,2023-02-28
15663478,2021-01-21
15592300,2016-09-17
15567832,2020-03-11
15776780,2026-04-05
15592846,2016-08-30
15739803,2018-02-06
15794142,2022-03-29
15762729,2025-08-10
15667896,2019-04-24
15626578,2018-06-16
15776223,2022-08-08
15705953,2026-06-30
15802593,2019-10-21
15615457,2025-03-03
15708916,2026-06-30
15720187,2019-11-21
15595440,2020-03-16
15600651,2025-07-27
15750141,2024-03-08
15657284,2021-02-13
15763063,2016-08-06
15709324,2020-04-06
15711309,2024-05-05
15775318,2024-02-04
15705515,2021-08-13
15634844,2024-06-23
15717046,2024-04-10
15571816,2021-11-03
15670080,2019-12-03
15800440,2025-11-11
15665678,2018-12-31
15665956,2025-11-01
15788126,2021-05-05
15811773,2023-04-25
15651674,2024-08-07
15689614,2026-06-14
15795564,2022-02-16
15706647,2020-04-27
15728505,2026-03-14
15730076,2025-12-05
15622003,2018-03-24
15607312,2017-06-16
15644753,2023-10-06
15653620,2019-04-20
15761986,2024-01-12
15633922,2022-12-22
15734674,2020-12-05
15658032,2025-03-23
15692671,2018-10-05
15737741,2025-05-06
15576352,2024-04-28
15753719,2017-07-31
15803689,2026-05-16
15718057,2024-09-26
15722010,2017-12-16
15680998,2022-02-07
15614782,2025-11-14
15591047,2020-07-10
15788291,2020-05-05
15604044,2018-09-04
15679587,2017-09-15
15775153,2023-04-16
15603925,2022-10-31
15680970,2025-05-16
15697183,2018-03-12
15567446,2017-10-08
15637476,2021-07-03
15714939,2023-06-10
15683503,2018-07-31
15645569,2020-03-18
15782569,2017-12-24
15592387,2022-04-01
15609286,2017-03-08
15814035,2018-02-20
15661249,2022-12-25
15629117,2017-04-14
15607170,2021-08-02
15586585,2024-09-18
15686611,2017-03-08
15603203,2020-10-19
15619857,2025-01-27
15805062,2025-12-19
15660271,2019-01-09
15745295,2026-06-30
15719352,2021-03-28
15766575,2018-10-28
15594594,2020-03-12
15646161,2018-10-06
15682585,2017-09-29
15603134,2016-08-12
15636444,2021-09-08
15773456,2023-08-12
15745307,2025-01-11
15604119,2020-04-03
15626900,2025-09-05
15605447,2024-09-16
15589030,2025-12-23
15692463,2024-03-20
15712403,2026-06-20
15811762,2021-01-06
15718673,2016-10-11
15724282,2023-08-05
15738181,2020-09-08
15633648,2021-09-20
15603323,2025-09-03
15583725,2025-07-05
15588350,2017-01-10
15798398,2022-10-07
15784844,2022-06-19
15580684,2022-01-17
15809663,2026-03-10
15640078,2021-08-14
15698786,2018-05-12
15569807,2018-12-25
15730830,2024-05-13
15805112,2020-01-25
15633064,2022-12-17
15703119,2020-12-07
15730447,2022-09-05
15813850,2019-07-18
15711889,2024-06-07
15664610,2022-12-20
15751710,2019-04-25
15692926,2018-11-22
15813741,2020-07-26
15698474,2026-02-14
15568595,2017-07-19
15603065,2020-08-23
15592937,2024-01-21
15699637,2018-10-18
15667215,2025-06-26
15788659,2022-08-12
15763218,2026-04-04
15645772,2018-02-05
15725511,2024-04-13
15575024,2023-09-20
15640825,2024-01-06
15662397,2021-12-10
15576368,2023-12-08
15674991,2018-05-09
15721024,2026-06-30
15745621,2020-10-19
15642394,2022-02-11
15754605,2022-02-06
15607040,2023-03-26
15715142,2020-06-09
15810978,2025-09-13
15668886,2023-09-15
15780804,2022-02-25
15613880,2021-08-26
15775238,2022-09-01
15786905,2018-07-27
15747867,2017-06-30
15600337,2024-12-10
15801277,2025-02-01
15579334,2021-10-14
15802741,2019-09-22
15720649,2022-03-14
15589493,2026-03-12
15688251,2025-12-12
15665238,2019-03-07
15740900,2021-06-01
15681068,2025-04-12
15748625,2021-02-12
15727299,2026-02-25
15620204,2026-06-04
15669516,2024-12-01
15736534,2026-06-30
15803457,2022-02-20
15659098,2020-05-26
15603436,2025-04-26
15566292,2025-07-25
15808621,2024-08-29
15580148,2021-10-19
15776231,2023-03-29
15773809,2023-01-23
15649423,2018-10-13
15734886,2023-08-14
15722548,2026-06-30
15650288,2021-03-11
15629448,2026-06-08
15716164,2023-12-29
15807609,2023-12-27
15578977,2017-07-29
15677369,2022-07-14
15804072,2021-12-04
15696859,2016-10-25
15653780,2021-09-29
15721658,2024-08-02
15578761,2021-06-15
15736879,2026-04-30
15571973,2025-01-25
15626742,2024-06-11
15672692,2017-06-28
15673570,2018-03-01
15767432,2019-10-06
15654238,2021-07-14
15612525,2026-04-01
15812750,2020-12-18
15790757,2017-02-22
15723873,2024-05-29
15744607,2017-09-04
15612966,2020-01-29
15784209,2021-02-16
15794278,2020-12-25
15766741,2024-08-02
15661036,2020-11-03
15705639,2018-10-29
15637414,2020-02-29
15716835,2019-05-08
15696231,2019-10-28
15641675,2025-03-09
15670755,2018-10-12
15640059,2022-06-09
15787619,2025-04-22
15587535,2022-01-16
15813034,2024-12-12
15698839,2022-10-22
15790314,2026-06-30
15634245,2018-06-18
15677305,2019-11-24
15661526,2025-01-03
15685997,2022-06-24
15660101,2018-02-24
15637979,2025-01-13
15815364,2024-11-27
15647099,2017-09-06
15625944,2021-11-08
15583212,2022-04-01
15582741,2022-02-12
15637876,2021-04-02
15622750,2025-09-12
15672056,2025-01-15
15812351,2025-06-02
15810864,2024-12-06
15677921,2018-03-11
15724296,2024-08-13
15685329,2026-06-19
15584091,2025-02-06
15640442,2022-09-25
15639314,2024-08-26
15685320,2024-01-17
15789158,2021-01-17
15752137,2019-08-03
15712551,2020-06-26
15628936,2018-05-28
15797227,2018-12-14
15769974,2018-08-11
15737051,2019-04-28
15585595,2025-12-28
15654060,2025-03-17
15745196,2019-01-01
15571221,2019-10-07
15660155,2022-04-29
15605284,2026-06-21
15694366,2024-09-26
15600739,2026-06-30
15653253,2018-11-16
15763431,2025-05-31
15643696,2024-01-01
15707473,2021-05-16
15769504,2026-05-10
15776807,2025-10-08
15686870,2019-04-13
15668747,2017-11-28
15766908,2024-06-05
15570134,2020-12-31
15567367,2018-04-24
15747542,2019-10-11
15762238,2026-06-30
15681554,2020-01-30
15712825,2018-06-28
15640280,2022-12-25
15756026,2017-08-23
15613319,2026-06-30
15798906,2021-11-02
15708917,2017-01-16
15778463,2021-01-13
15699430,2016-12-12
15649992,2019-10-25
15578980,2023-09-06
15775306,2019-03-10
15641655,2025-01-24
15619708,2021-09-23
15734565,2019-04-08
15806438,2024-07-15
15591969,2018-03-28
15747807,2021-03-13
15596939,2023-04-21
15716155,2021-11-17
15765311,2019-02-26
15757811,2018-04-24
15603830,2023-06-22
15660602,2018-12-27
15660535,2021-07-13
15666633,2025-12-29
15596914,2025-01-30
15639788,2017-05-12
15695846,2021-05-14
15726234,2021-12-07
15797964,2026-01-07
15625881,2023-12-13
15780628,2021-03-19
15575883,2024-11-26
15585036,2024-02-23
15589488,2021-08-25
15585888,2023-12-18
15727915,2023-06-17
15707567,2020-10-31
15737792,2026-03-09
15599433,2019-02-21
15672012,2022-05-06
15806983,2024-05-06
15592222,2020-05-08
15608968,2020-11-15
15586959,2021-10-23
15646558,2026-03-18
15725811,2026-06-30
15572265,2026-05-13
15794048,2025-07-13
15677610,2018-07-24
15745012,2021-02-14
15601589,2019-05-31
15686436,2023-06-28
15693864,2022-03-28
15760550,2019-12-05
15686137,2017-08-04
15809087,2026-02-15
15807663,2019-05-13
15809100,2024-12-08
15794916,2020-03-09
15614215,2021-05-24
15805449,2022-07-16
15686983,2017-04-15
15808017,2025-10-14
15756804,2025-11-13
15646810,2020-08-21
15710424,2023-01-09
15799422,2019-01-21
15692750,2020-04-14
15794549,2024-08-30
15803764,2019-07-28
15674840,2022-05-12
15653762,2018-02-10
15581229,2025-09-25
15800228,2023-05-28
15656333,2023-08-21
15697497,2017-12-14
15585362,2020-09-30
15571928,2022-09-30
15785519,2020-07-03
15743007,2023-04-18
15777211,2020-05-23
15721935,2020-03-03
15591711,2026-06-30
15625021,2024-12-07
15702968,2023-11-03
15600462,2019-01-29
15768104,2019-02-17
15780140,2024-12-01
15585255,2017-09-29
15772781,2024-05-03
15669987,2018-09-10
15697000,2021-11-17
15733119,2018-12-22
15782390,2020-09-24
15654700,2025-01-24
15632210,2025-01-25
15642041,2026-06-26
15709737,2019-10-15
15792388,2020-06-20
15786014,2022-02-24
15794580,2022-10-07
15675964,2018-01-21
15814275,2021-03-06
15724848,2026-03-28
15754713,2016-07-17
15693814,2020-02-06
15599660,2020-12-27
15746490,2021-05-25
15566091,2022-10-12
15655961,2026-04-16
15710404,2017-02-05
15775625,2020-11-05
15792328,2021-02-16
15719856,2024-02-11
15593773,2024-03-03
15733114,2018-03-19
15797748,2022-02-24
15743411,2026-05-01
15753337,2022-02-13
15601026,2026-05-24
15658485,2018-02-20
15636731,2025-10-20
15628303,2023-12-07
15633461,2022-01-26
15677135,2019-03-23
15590876,2019-08-01
15790782,2020-10-15
15700476,2018-03-29
15634141,2018-09-01
15737795,2025-08-17
15790299,2018-01-12
15675316,2024-06-18
15613630,2019-01-09
15662100,2022-05-28
15668032,2023-04-28
15599289,2016-10-01
15754084,2026-04-26
15676521,2018-12-22
15804586,2021-04-19
15781465,2019-03-28
15729362,2018-10-31
15709295,2021-08-10
15745324,2023-06-15
15741336,2021-08-20
15783659,2023-06-16
15620981,2024-05-08
15630328,2019-03-20
15785899,2019-06-21
15606149,2018-06-17
15671139,2026-06-30
15660429,2024-11-10
15571002,2023-04-13
15631681,2026-06-30
15731522,2019-01-11
15619529,2018-12-12
15628034,2021-03-01
15686164,2026-03-01
15582797,2023-01-28
15753831,2020-04-25
15731815,2023-06-07
15580956,2022-08-08
15602084,2021-09-23
15589805,2020-07-09
15720893,2018-05-17
15641009,2024-01-20
15605926,2018-05-29
15805955,2016-09-18
15801488,2023-07-23
15605918,2022-04-25
15779711,2020-05-26
15705620,2021-10-17
15685357,2018-11-25
15570060,2018-08-19
15582616,2023-06-09
15799515,2018-10-18
15642937,2019-12-26
15624729,2026-06-30
15566156,2026-06-30
15792360,2019-08-18
15807008,2020-12-12
15704770,2026-03-01
15756475,2018-03-27
15655339,2026-06-09
15613749,2026-06-30
15664521,2020-03-26
15681206,2023-08-25
15745527,2021-11-28
15806926,2024-08-05
15724563,2023-12-25
15782899,2019-11-25
15623521,2018-06-11
15810218,2017-07-11
15645621,2023-11-12
15608114,2019-12-08
15659557,2023-06-11
15787772,2026-05-07
15691111,2018-08-05
15592089,2017-03-06
15633897,2026-01-14
15701301,2024-06-20
15723685,2019-11-07
15701602,2021-11-21
15739189,2020-09-07
15573086,2019-08-13
15569050,2021-05-04
15750765,2026-06-30
15799811,2017-02-26
15698442,2024-02-19
15655274,2023-02-02
15603594,2022-07-07
15585961,2024-04-12
15686936,2021-09-26
15770424,2019-08-14
15587451,2020-01-22
15602010,2021-07-24
15600583,2026-04-04
15654673,2020-09-13
15717164,2020-09-16
15765014,2026-05-12
15682639,2023-10-27
15729279,2022-08-22
15759805,2023-05-23
15767864,2020-07-01
15769948,2026-06-30
15686345,2017-08-21
15688071,2016-08-16
15681174,2025-09-29
15667521,2023-09-01
15750243,2023-02-25
15695475,2025-07-09
15689176,2023-07-05
15652955,2026-06-30
15668958,2024-09-24
15631054,2025-10-25
15581479,2025-09-01
15577478,2023-07-19
15780870,2024-03-26
15692317,2022-01-07
15593969,2020-03-28
15570417,2025-12-20
15779059,2023-04-09
15785980,2021-01-02
15644200,2025-08-08
15793949,2022-12-30
15645103,2022-06-09
15705860,2023-07-15
15623828,2023-04-11
15715003,2025-05-11
15623471,2024-01-06
15798348,2020-12-13
15743016,2020-06-15
15769499,2023-07-22
15798521,2023-12-21
15706534,2025-11-23
15706186,2019-03-06
15812197,2019-12-25
15650933,2019-05-27
15692991,2022-07-26
15631189,2017-07-29
15762198,2022-02-06
15699598,2022-07-23
15692744,2022-10-08
15688963,2017-02-15
15599131,2023-01-15
15680303,2020-10-26
15628674,2020-06-27
15648075,2022-01-09
15586970,2018-12-12
15625698,2021-02-05
15790497,2020-08-05
15682618,2020-03-12
15762937,2021-05-06
15750929,2019-02-21
15729832,2024-04-05
15633650,2019-03-19
15748856,2016-09-16
15589195,2019-12-11
15699911,2018-09-21
15663438,2026-06-30
15692583,2021-12-12
15591257,2018-11-28
15646513,2021-08-03
15708063,2024-12-02
15696098,2017-02-27
15645517,2024-11-13
15649744,2023-08-24
15604304,2023-05-31
15784092,2019-07-24
15585198,2023-04-28
15624347,2022-08-02
15621687,2026-06-30
15689081,2023-03-25
15813168,2024-04-21
15604295,2021-01-18
15724127,2023-01-29
15673055,2020-01-20
15768201,2024-10-27
15782219,2017-08-13
15746410,2019-11-06
15780144,2025-02-27
15590476,2020-03-29
15624293,2024-05-11
15618182,2025-03-19
15660316,2026-06-17
15678886,2020-02-04
15616330,2022-11-04
15592229,2026-06-30
15798424,2025-09-15
15714750,2024-02-24
15648800,2018-09-19
15626147,2018-08-08
15626608,2022-05-03
15723250,2018-11-10
15592583,2026-04-03
15759381,2020-01-25
15585241,2025-04-19
15589358,2023-05-03
15672704,2023-06-19
15789955,2026-04-23
15596800,2026-02-08
15627305,2020-02-19
15645316,2025-07-09
15593973,2019-06-03
15647301,2024-04-27
15750258,2024-10-05
15685309,2019-09-03
15628205,2026-03-12
15733974,2017-10-20
15762110,2026-06-30
15706899,2022-07-02
15732660,2025-05-12
15656121,2021-01-22
15614220,2021-11-22
15645269,2022-08-20
15698510,2018-02-15
15569247,2025-07-11
15566251,2022-03-28
15716134,2021-09-16
15763625,2017-11-29
15605965,2017-11-01
15694821,2022-11-11
15601688,2019-03-19
15575581,2024-04-08
15671209,2022-01-22
15616529,2023-07-31
15773906,2022-07-19
15722993,2020-08-26
15752463,2023-02-09
15589754,2025-03-02
15669899,2019-10-07
15766887,2025-02-25
15768006,2023-12-24
15741295,2023-12-08
15811327,2025-10-07
15690007,2018-03-31
15690664,2016-08-10
15719348,2018-12-03
15781802,2020-10-11
15752731,2018-03-03
15600997,2021-12-24
15750776,2026-06-30
15723907,2021-07-16
15633419,2025-11-20
15702430,2017-02-03
15710456,2024-07-02
15650351,2018-10-17
15590820,2020-09-14
15640454,2026-06-30
15697789,2023-10-01
15808182,2023-10-27
15588670,2021-07-02
15721292,2022-03-28
15604217,2017-09-01
15651369,2025-11-15
15782454,2023-03-13
15814032,2025-12-29
15570326,2021-04-29
15624428,2020-04-19
15755638,2021-07-26
15600992,2026-05-09
15755649,2019-07-15
15795228,2023-07-06
15589257,2024-05-31
15719302,2018-05-09
15639882,2025-01-25
15791279,2022-01-24
15636935,2026-03-15
15686909,2023-11-29
15589572,2022-08-10
15779947,2020-07-07
15573769,2019-10-26
15578866,2025-04-17
15739131,2023-02-09
15813444,2021-04-28
15678058,2018-05-30
15769169,2019-08-01
15804602,2021-05-03
15651052,2024-09-26
15724334,2022-01-30
15569451,2025-01-06
15650098,2019-11-21
15724307,2016-10-20
15599268,2021-10-31
15594864,2022-10-29
15616451,2020-08-30
15715667,2020-01-02
15658969,2019-08-10
15738174,2022-01-01
15813590,2021-05-25
15624229,2022-11-04
15674148,2021-03-21
15625080,2019-04-24
15682528,2022-04-22
15696900,2023-09-24
15730038,2021-08-22
15812272,2021-09-09
15654654,2020-02-04
15697625,2025-04-02
15616280,2026-02-23
15654229,2025-09-02
15628298,2019-04-07
15733387,2020-12-26
15775572,2021-03-31
15613844,2020-04-02
15578515,2023-12-10
15607598,2021-06-01
15742480,2025-01-21
15749482,2023-02-16
15607537,2018-02-12
15575410,2023-05-10
15684865,2020-02-13
15600700,2020-08-23
15774155,2026-06-30
15634267,2021-12-07
15619626,2023-10-18
15660422,2019-10-08
15617934,2017-07-20
15760774,2025-12-31
15813132,2022-10-20
15593331,2020-12-11
15616709,2026-06-30
15658052,2017-04-28
15721189,2019-07-28
15711288,2021-05-10
15770030,2024-05-07
15803681,2023-02-08
15702789,2021-12-31
15814930,2016-12-15
15658306,2023-01-17
15699523,2023-04-14
15610383,2026-05-22
15615032,2023-12-11
15781989,2018-04-20
15647402,2024-02-22
15740494,2023-10-25
15701265,2025-12-20
15743532,2021-08-23
15794870,2020-07-22
15747591,2025-08-06
15726557,2020-05-23
15732199,2017-11-02
15662291,2019-03-17
15749050,2023-12-31
15781586,2024-08-31
15617078,2020-09-28
15723339,2022-12-06
