customer_id,month,snapshot_date,txn_count,txn_amount,app_logins,complaints,channel_atm,channel_mobile,channel_branch
15738148,1,2026-01-31,8,579.75,13,0,0,1,0
15738148,2,2026-02-28,8,1149.48,6,1,1,0,0
15738148,3,2026-03-31,10,963.86,6,1,1,1,0
15738148,4,2026-04-30,3,96.12,6,1,1,1,0
15738148,5,2026-05-31,4,209.16,3,0,1,1,0
15738148,6,2026-06-30,8,932.6,3,1,0,1,0
15687946,1,2026-01-31,24,2936.65,11,0,1,1,0
15687946,2,2026-02-28,15,342.73,10,0,0,0,0
15687946,3,2026-03-31,22,2313.8,9,0,0,1,0
15687946,4,2026-04-30,20,1151.89,10,0,0,1,0
15687946,5,2026-05-31,28,1850.11,17,0,0,1,0
15687946,6,2026-06-30,23,2965.35,16,0,1,1,0
15755196,1,2026-01-31,2,226.87,13,0,0,1,0
15755196,2,2026-02-28,8,566.67,11,0,1,1,0
15755196,3,2026-03-31,6,425.65,6,0,0,1,0
15755196,4,2026-04-30,8,983.22,6,2,0,0,0
15755196,5,2026-05-31,7,1047.44,5,0,0,0,0
15755196,6,2026-06-30,5,622.92,4,2,0,1,0
15684171,1,2026-01-31,19,799.61,15,0,1,1,0
15684171,2,2026-02-28,13,1470.71,9,0,0,1,0
15684171,3,2026-03-31,25,1110.74,6,0,1,1,0
15684171,4,2026-04-30,15,814.92,19,0,0,1,0
15684171,5,2026-05-31,14,761.64,8,1,0,1,0
15684171,6,2026-06-30,14,350.94,14,2,1,0,1
15754849,1,2026-01-31,23,2184.34,5,1,1,0,1
15754849,2,2026-02-28,12,802.27,15,0,1,1,0
15754849,3,2026-03-31,22,2620.19,13,0,1,1,0
15754849,4,2026-04-30,17,1200.2,9,2,0,1,1
15754849,5,2026-05-31,22,2136.43,5,1,0,0,0
15754849,6,2026-06-30,18,1991.3,14,0,1,1,0
15602280,1,2026-01-31,21,472.27,14,4,0,1,0
15602280,2,2026-02-28,15,2096.55,11,0,0,1,0
15602280,3,2026-03-31,6,807.16,11,2,1,1,0
15602280,4,2026-04-30,16,1122.04,5,0,0,0,0
15602280,5,2026-05-31,8,529.53,5,1,0,1,0
15602280,6,2026-06-30,6,333.44,5,1,1,1,0
15771573,1,2026-01-31,16,2378.06,15,0,0,0,0
15771573,2,2026-02-28,13,870.77,9,1,1,1,0
15771573,3,2026-03-31,10,383.59,6,3,0,0,0
15771573,4,2026-04-30,9,488.0,0,2,1,1,0
15771573,5,2026-05-31,4,231.56,4,1,0,1,0
15771573,6,2026-06-30,5,232.89,4,1,0,1,0
15766205,1,2026-01-31,23,534.67,11,0,1,1,0
15766205,2,2026-02-28,15,1040.52,15,1,1,1,0
15766205,3,2026-03-31,16,359.84,16,1,0,1,1
15766205,4,2026-04-30,15,1623.07,10,2,0,1,1
15766205,5,2026-05-31,21,3123.0,10,0,0,1,0
15766205,6,2026-06-30,13,1829.39,5,0,0,1,1
15771873,1,2026-01-31,9,468.59,12,1,0,0,1
15771873,2,2026-02-28,13,271.62,9,0,0,0,1
15771873,3,2026-03-31,15,1647.56,9,0,0,1,1
15771873,4,2026-04-30,6,534.53,10,0,0,1,0
15771873,5,2026-05-31,5,686.57,10,0,1,0,0
15771873,6,2026-06-30,9,192.65,7,0,0,0,0
15616550,1,2026-01-31,4,464.21,12,0,0,1,1
15616550,2,2026-02-28,9,238.91,5,0,0,1,0
15616550,3,2026-03-31,11,1397.68,16,0,0,0,0
15616550,4,2026-04-30,7,564.69,12,0,0,0,1
15616550,5,2026-05-31,9,534.84,18,1,0,1,0
15616550,6,2026-06-30,9,948.0,14,0,0,1,1
15768193,1,2026-01-31,12,793.28,12,2,0,1,0
15768193,2,2026-02-28,9,970.71,14,0,0,1,1
15768193,3,2026-03-31,10,853.16,9,2,1,1,0
15768193,4,2026-04-30,10,757.0,14,0,1,1,1
15768193,5,2026-05-31,9,1250.62,12,0,0,1,0
15768193,6,2026-06-30,8,1177.49,21,1,1,0,1
15683553,1,2026-01-31,9,491.14,13,1,1,1,0
15683553,2,2026-02-28,7,637.28,11,0,0,0,1
15683553,3,2026-03-31,5,165.16,13,0,0,0,1
15683553,4,2026-04-30,6,797.36,18,0,0,1,0
15683553,5,2026-05-31,8,771.89,12,1,1,1,0
15683553,6,2026-06-30,7,883.75,18,0,0,0,0
15702298,1,2026-01-31,10,548.63,9,1,0,1,0
15702298,2,2026-02-28,10,1075.02,9,3,0,0,0
15702298,3,2026-03-31,13,1643.06,7,0,0,0,0
15702298,4,2026-04-30,12,1215.52,3,1,0,0,0
15702298,5,2026-05-31,5,268.08,3,0,0,1,1
15702298,6,2026-06-30,6,588.71,3,1,0,1,1
15569590,1,2026-01-31,3,144.98,12,1,1,1,0
15569590,2,2026-02-28,7,505.84,3,1,0,1,0
15569590,3,2026-03-31,8,409.91,5,3,1,1,0
15569590,4,2026-04-30,5,183.41,9,0,0,1,1
15569590,5,2026-05-31,3,246.61,3,0,0,1,0
15569590,6,2026-06-30,2,169.51,7,1,0,1,0
15760861,1,2026-01-31,19,2631.01,14,1,1,1,0
15760861,2,2026-02-28,26,927.11,11,0,0,1,0
15760861,3,2026-03-31,16,559.5,17,0,1,1,0
15760861,4,2026-04-30,10,1422.66,8,0,0,1,0
15760861,5,2026-05-31,12,493.75,15,0,0,1,1
15760861,6,2026-06-30,19,2363.44,12,0,1,1,0
15630053,1,2026-01-31,6,457.56,13,2,1,1,0
15630053,2,2026-02-28,11,1340.36,22,1,0,1,0
15630053,3,2026-03-31,16,1321.06,10,0,1,1,0
15630053,4,2026-04-30,9,697.82,16,0,1,1,1
15630053,5,2026-05-31,11,1075.95,12,0,1,1,0
15630053,6,2026-06-30,4,477.12,12,0,0,1,0
15647091,1,2026-01-31,7,491.9,12,0,1,1,0
15647091,2,2026-02-28,4,378.41,4,0,0,1,0
15647091,3,2026-03-31,14,420.48,8,0,0,1,0
15647091,4,2026-04-30,17,1184.53,13,0,1,1,0
15647091,5,2026-05-31,10,231.21,10,0,1,1,0
15647091,6,2026-06-30,8,406.4,7,1,0,1,1
15623944,1,2026-01-31,14,1795.35,5,0,0,1,0
15623944,2,2026-02-28,11,728.28,12,0,0,1,0
15623944,3,2026-03-31,7,849.99,11,1,1,0,0
15623944,4,2026-04-30,7,591.58,7,1,0,1,1
15623944,5,2026-05-31,11,604.38,7,0,0,1,0
15623944,6,2026-06-30,8,319.94,11,1,0,1,1
15804771,1,2026-01-31,18,919.42,10,0,1,1,1
15804771,2,2026-02-28,15,1793.42,11,1,0,1,0
15804771,3,2026-03-31,15,1558.18,15,0,0,1,0
15804771,4,2026-04-30,25,2941.66,11,0,0,1,0
15804771,5,2026-05-31,16,2141.02,10,1,0,1,1
15804771,6,2026-06-30,20,1701.51,13,0,0,0,1
15651280,1,2026-01-31,8,941.9,10,0,1,0,0
15651280,2,2026-02-28,6,679.62,12,0,0,0,0
15651280,3,2026-03-31,7,605.11,13,2,0,0,0
15651280,4,2026-04-30,12,1611.68,14,0,1,1,1
15651280,5,2026-05-31,12,662.07,10,0,0,1,0
15651280,6,2026-06-30,9,789.04,11,0,0,1,1
15773469,1,2026-01-31,7,743.46,13,0,1,1,1
15773469,2,2026-02-28,11,874.98,9,0,0,1,1
15773469,3,2026-03-31,9,583.67,5,0,0,1,1
15773469,4,2026-04-30,6,172.73,11,0,0,1,0
15773469,5,2026-05-31,12,295.52,5,0,0,0,0
15773469,6,2026-06-30,9,775.41,15,0,1,0,0
15702014,1,2026-01-31,12,250.89,11,1,1,1,0
15702014,2,2026-02-28,7,202.05,8,0,0,1,1
15702014,3,2026-03-31,15,943.8,5,0,0,1,0
15702014,4,2026-04-30,6,216.6,12,1,1,1,1
15702014,5,2026-05-31,15,854.16,10,0,0,1,0
15702014,6,2026-06-30,6,512.61,15,0,0,1,0
15751208,1,2026-01-31,16,402.81,20,0,0,1,1
15751208,2,2026-02-28,13,443.67,15,0,0,1,1
15751208,3,2026-03-31,20,579.5,10,0,0,1,0
15751208,4,2026-04-30,22,818.29,8,0,1,1,0
15751208,5,2026-05-31,16,744.5,12,0,0,0,0
15751208,6,2026-06-30,20,2194.12,10,0,0,1,0
15592461,1,2026-01-31,13,411.69,18,0,0,1,1
15592461,2,2026-02-28,14,1274.95,17,0,0,1,1
15592461,3,2026-03-31,16,1900.43,15,1,0,1,0
15592461,4,2026-04-30,17,2465.03,11,0,1,1,0
15592461,5,2026-05-31,22,1680.37,16,2,1,0,1
15592461,6,2026-06-30,17,1228.15,14,1,1,1,0
15789484,1,2026-01-31,19,1101.02,15,0,1,0,1
15789484,2,2026-02-28,17,2324.48,12,0,0,1,0
15789484,3,2026-03-31,20,1831.72,8,0,1,0,1
15789484,4,2026-04-30,19,1981.71,7,1,0,1,1
15789484,5,2026-05-31,16,503.32,8,0,1,1,0
15789484,6,2026-06-30,14,355.53,10,1,0,0,0
15696061,1,2026-01-31,16,858.52,5,0,0,1,0
15696061,2,2026-02-28,11,763.02,15,0,1,1,0
15696061,3,2026-03-31,10,634.78,12,1,0,1,0
15696061,4,2026-04-30,9,833.06,18,0,1,1,0
15696061,5,2026-05-31,12,373.23,13,0,0,1,0
15696061,6,2026-06-30,14,634.82,12,0,0,1,0
15641582,1,2026-01-31,12,923.12,16,0,0,1,0
15641582,2,2026-02-28,19,1159.37,7,0,1,0,1
15641582,3,2026-03-31,23,2555.59,10,0,0,0,0
15641582,4,2026-04-30,16,436.95,12,0,0,1,0
15641582,5,2026-05-31,23,1999.08,7,1,1,1,0
15641582,6,2026-06-30,26,946.27,13,0,1,1,1
15638424,1,2026-01-31,20,1205.2,9,1,0,1,0
15638424,2,2026-02-28,18,1802.9,12,1,0,1,0
15638424,3,2026-03-31,17,386.43,6,1,1,1,1
15638424,4,2026-04-30,20,2839.27,9,1,1,1,0
15638424,5,2026-05-31,21,1477.12,10,1,1,0,0
15638424,6,2026-06-30,22,2926.87,9,1,1,1,0
15755648,1,2026-01-31,7,412.94,12,0,0,1,0
15755648,2,2026-02-28,14,1368.01,14,1,0,1,0
15755648,3,2026-03-31,12,814.47,12,1,1,0,0
15755648,4,2026-04-30,10,1456.72,14,1,0,1,0
15755648,5,2026-05-31,14,1784.17,13,1,0,1,1
15755648,6,2026-06-30,8,294.23,10,0,0,1,0
15703793,1,2026-01-31,7,795.62,9,0,0,0,0
15703793,2,2026-02-28,5,595.23,15,1,0,0,1
15703793,3,2026-03-31,8,763.02,7,1,0,1,0
15703793,4,2026-04-30,6,752.33,6,2,1,1,0
15703793,5,2026-05-31,2,294.14,12,1,1,1,0
15703793,6,2026-06-30,1,125.3,4,2,1,1,1
15620344,1,2026-01-31,6,797.02,13,0,0,1,0
15620344,2,2026-02-28,14,2039.46,20,0,1,0,0
15620344,3,2026-03-31,8,875.28,9,0,0,1,0
15620344,4,2026-04-30,8,493.56,8,1,0,1,1
15620344,5,2026-05-31,7,791.55,13,1,0,0,0
15620344,6,2026-06-30,14,1815.74,12,0,1,1,0
15812518,1,2026-01-31,16,1453.19,7,0,0,1,0
15812518,2,2026-02-28,14,991.47,15,0,0,1,0
15812518,3,2026-03-31,23,2514.83,10,1,0,1,0
15812518,4,2026-04-30,22,2761.25,10,1,1,1,0
15812518,5,2026-05-31,19,766.21,15,0,0,1,0
15812518,6,2026-06-30,24,2450.97,12,0,0,1,0
15779052,1,2026-01-31,18,963.97,12,2,0,0,1
15779052,2,2026-02-28,22,2281.58,16,0,0,1,0
15779052,3,2026-03-31,20,1531.04,10,0,1,0,0
15779052,4,2026-04-30,12,1608.32,12,0,1,0,1
15779052,5,2026-05-31,20,692.23,4,0,0,1,1
15779052,6,2026-06-30,19,2134.57,7,0,1,1,1
15770811,1,2026-01-31,15,2114.81,14,2,1,1,0
15770811,2,2026-02-28,12,1772.67,18,0,0,0,0
15770811,3,2026-03-31,17,1283.44,13,0,0,0,0
15770811,4,2026-04-30,18,1957.08,14,0,0,1,0
15770811,5,2026-05-31,17,510.1,9,2,0,1,0
15770811,6,2026-06-30,21,2723.38,11,0,0,0,0
15780961,1,2026-01-31,7,307.67,5,1,0,1,1
15780961,2,2026-02-28,8,780.2,9,1,0,0,0
15780961,3,2026-03-31,7,254.76,7,2,0,1,1
15780961,4,2026-04-30,11,1337.49,16,0,0,0,0
15780961,5,2026-05-31,11,1238.47,8,0,1,1,0
15780961,6,2026-06-30,13,1800.92,8,0,0,1,0
15614049,1,2026-01-31,21,1642.96,10,0,0,1,1
15614049,2,2026-02-28,15,501.78,14,0,0,1,0
15614049,3,2026-03-31,12,1481.1,8,0,0,1,0
15614049,4,2026-04-30,25,1650.71,14,1,1,1,0
15614049,5,2026-05-31,17,1598.59,8,1,1,1,0
15614049,6,2026-06-30,22,2672.8,18,0,0,1,0
15662085,1,2026-01-31,27,3610.35,15,0,0,0,0
15662085,2,2026-02-28,21,2383.93,13,1,1,1,0
15662085,3,2026-03-31,12,1658.92,9,2,1,1,1
15662085,4,2026-04-30,29,1708.83,7,1,0,1,1
15662085,5,2026-05-31,20,833.0,10,0,0,1,1
15662085,6,2026-06-30,18,1403.37,14,0,0,1,0
15575185,1,2026-01-31,16,2392.15,12,0,1,1,1
15575185,2,2026-02-28,17,1732.34,11,0,0,0,0
15575185,3,2026-03-31,14,862.43,12,3,1,1,0
