customer_id,month,txn_count,txn_amount,app_logins,complaints,channel_atm,channel_mobile,channel_branch
100013,6,31,3882.35,14,0,0,1,0
100014,1,7,890.46,12,0,1,0,0
100014,2,9,1194.73,18,1,1,1,1
100014,3,9,214.22,10,1,1,0,0
100014,4,3,171.94,10,0,1,1,0
100014,5,7,1016.32,12,0,1,1,0
100014,6,6,604.31,7,0,0,0,0
100015,1,10,1050.86,12,0,1,1,1
100015,2,8,1166.92,12,0,1,1,0
100015,3,8,226.78,10,0,0,1,0
100015,4,8,659.14,11,2,0,1,0
100015,5,12,462.29,13,0,0,1,0
100015,6,5,327.91,6,0,0,1,0
100016,1,10,304.15,16,0,1,1,0
100016,2,4,111.38,11,2,0,1,0
100016,3,4,214.0,14,0,0,0,0
100016,4,10,952.28,14,2,0,1,1
100016,5,5,504.93,16,1,0,1,1
100016,6,5,655.35,11,0,0,1,0
100017,1,6,525.42,14,0,1,0,0
100017,2,6,148.6,16,2,1,1,0
100017,3,7,191.95,19,0,0,0,0
100017,4,9,228.64,10,0,0,0,0
100017,5,10,1460.89,12,1,1,1,0
100017,6,8,837.28,13,1,0,0,0
100018,1,15,1014.6,13,0,0,1,0
100018,2,11,1082.93,15,0,1,1,0
100018,3,10,643.62,10,0,1,0,1
100018,4,21,3028.58,4,1,1,1,0
100018,5,17,907.48,9,1,0,0,0
100018,6,19,1013.71,16,0,0,1,1
100019,1,25,1241.26,11,0,0,1,0
100019,2,23,3039.76,6,0,0,0,0
100019,3,22,1596.35,14,1,0,0,0
100019,4,15,454.87,5,0,0,0,0
100019,5,19,2553.8,14,0,1,0,0
100019,6,19,2184.71,5,1,1,1,0
100020,1,13,847.4,10,0,1,0,0
100020,2,14,1228.14,16,0,0,1,0
100020,3,6,850.83,10,0,1,1,1
100020,4,10,1489.81,12,0,1,1,1
100020,5,14,1746.78,12,0,0,1,0
100020,6,15,1549.9,22,0,1,1,0
100021,1,5,457.19,15,0,0,1,0
100021,2,2,201.09,8,1,0,0,0
100021,3,4,591.51,5,0,1,0,0
100021,4,2,202.21,10,1,0,1,0
100021,5,4,461.48,11,0,1,1,0
100021,6,2,43.15,9,0,0,0,0
100022,1,15,1830.78,13,0,0,0,0
100022,2,21,1679.83,15,0,0,1,0
100022,3,16,1734.87,3,0,1,0,0
100022,4,13,851.0,16,0,0,1,0
100022,5,12,272.67,10,0,1,0,0
100022,6,22,2161.38,14,0,1,1,0
100023,1,18,2566.8,15,0,0,0,1
100023,2,10,414.26,15,0,0,1,0
100023,3,24,789.44,14,0,1,1,0
100023,4,14,1706.5,11,0,0,0,1
100023,5,14,1096.47,19,0,0,1,0
100023,6,18,1191.85,9,0,1,1,0
100024,1,20,2158.82,12,0,0,1,0
100024,2,23,2575.97,15,0,0,1,0
100024,3,14,1368.77,16,0,1,1,0
100024,4,24,1677.56,14,0,0,1,0
100024,5,24,1331.98,9,2,1,1,0
100024,6,12,365.74,14,1,0,1,0
100025,1,29,839.97,7,1,0,1,0
100025,2,28,1066.85,11,1,1,0,0
100025,3,29,777.01,9,1,1,1,0
100025,4,20,2927.21,11,0,0,1,1
100025,5,22,1936.9,8,2,0,1,0
100025,6,21,590.01,16,0,1,1,0
100026,1,16,1400.32,8,0,1,1,0
100026,2,8,843.05,14,1,0,1,0
100026,3,13,1332.44,14,0,0,1,0
100026,4,10,1314.33,11,0,1,1,0
100026,5,12,1199.86,12,0,0,0,1
100026,6,8,920.76,13,1,0,1,0
100027,1,9,1181.21,8,0,1,0,0
100027,2,16,1703.17,12,2,1,1,1
100027,3,15,1869.57,9,0,0,1,0
100027,4,14,820.97,12,2,0,0,0
100027,5,8,409.09,15,1,0,1,1
100027,6,14,1789.3,16,0,0,1,0
100028,1,18,1780.59,14,0,0,1,0
100028,2,18,1886.2,17,0,1,1,0
100028,3,16,1302.79,7,0,0,1,0
100028,4,14,346.83,9,0,0,0,0
100028,5,22,3279.46,11,0,0,1,0
100028,6,20,2185.13,6,0,0,0,0
100029,1,11,1129.62,17,1,1,1,0
100029,2,13,279.78,9,1,0,1,0
100029,3,24,2515.15,18,1,0,0,0
100029,4,25,3172.87,22,0,0,1,0
100029,5,23,2518.33,7,0,1,1,0
100029,6,11,1143.53,11,0,0,1,0
100030,1,23,1817.46,9,0,0,0,0
100030,2,9,216.22,7,1,0,0,0
100030,3,22,1337.94,17,1,1,1,0
100030,4,13,1174.98,8,0,0,0,0
100030,5,13,1240.99,11,0,0,1,1
100030,6,21,2391.45,17,1,1,1,1
100031,1,11,924.03,12,1,1,1,0
100031,2,14,1079.25,21,1,0,1,1
100031,3,6,491.94,16,0,0,1,1
100031,4,8,379.13,14,1,1,1,0
100031,5,13,1372.93,19,0,0,1,0
100031,6,10,285.81,6,1,1,1,0
100032,1,12,1343.05,5,1,1,1,0
100032,2,7,722.83,18,0,0,0,0
100032,3,9,865.46,10,1,0,1,0
100032,4,12,663.4,10,0,0,0,0
100032,5,5,432.23,4,0,1,1,0
100032,6,8,441.21,13,1,1,1,1
100033,1,4,450.78,11,1,0,1,1
100033,2,6,457.53,8,0,0,0,0
100033,3,7,913.82,11,0,1,1,1
100033,4,4,271.25,4,0,0,1,0
100033,5,5,420.36,11,0,0,0,0
100033,6,6,363.25,18,1,0,0,1
100034,1,6,348.78,15,0,0,1,0
100034,2,17,2212.0,7,0,0,0,0
100034,3,7,1011.59,9,0,0,1,0
100034,4,15,1427.68,11,0,0,1,0
100034,5,8,1156.25,9,1,0,0,0
100034,6,12,915.19,7,0,1,1,1
100035,1,16,472.01,16,0,1,1,0
100035,2,17,699.57,16,0,0,1,1
100035,3,11,1127.14,7,0,0,1,1
100035,4,21,542.61,13,2,0,1,0
100035,5,11,1026.63,12,0,1,1,0
100035,6,11,275.67,10,3,1,1,0
100036,1,3,426.91,11,1,1,0,0
100036,2,4,535.46,10,0,0,0,0
100036,3,5,439.63,5,2,1,0,1
100036,4,5,296.91,12,0,0,0,1
100036,5,8,944.42,12,0,0,0,0
100036,6,7,671.23,18,1,0,1,0
100037,1,18,2061.31,20,0,0,0,0
100037,2,14,325.85,12,1,1,1,0
100037,3,19,2510.72,10,0,1,1,1
100037,4,21,453.19,6,0,0,1,0
100037,5,13,1498.26,9,1,0,1,1
100037,6,18,1931.26,10,1,0,1,0
100038,1,25,868.24,10,0,0,1,0
100038,2,14,803.18,7,1,0,1,0
100038,3,20,1095.25,10,0,1,0,1
100038,4,13,1253.02,16,0,0,1,0
100038,5,25,1796.86,11,1,0,1,0
100038,6,22,3055.61,9,1,0,1,0
100039,1,8,367.24,19,0,0,1,0
100039,2,8,637.3,15,0,1,0,1
100039,3,18,2542.54,9,1,0,1,0
100039,4,19,1823.59,10,1,1,1,0
100039,5,10,1117.1,11,1,1,1,0
100039,6,7,413.95,5,1,1,1,0
100040,1,10,291.64,10,0,1,0,0
100040,2,20,2877.32,9,2,0,1,0
100040,3,10,1316.46,17,0,0,1,0
100040,4,17,847.41,2,1,0,1,0
100040,5,10,1358.11,6,0,0,1,1
100040,6,16,1478.31,10,1,0,1,0
100041,1,8,374.5,16,0,0,1,0
100041,2,4,326.61,14,0,0,0,0
100041,3,9,1141.02,15,1,0,0,1
100041,4,6,179.05,8,1,0,0,0
100041,5,7,207.44,14,1,0,1,0
100041,6,6,173.6,10,0,1,1,0
100042,1,11,1370.43,15,1,1,0,1
100042,2,20,764.84,15,0,0,0,0
100042,3,27,3203.09,14,0,0,0,0
100042,4,14,851.16,10,0,1,1,1
100042,5,22,1368.1,10,1,0,1,0
100042,6,11,1477.24,13,0,1,1,0
100043,1,6,731.32,10,0,0,0,0
100043,2,8,200.5,17,0,1,1,0
100043,3,10,1183.75,14,0,0,0,1
100043,4,6,531.59,13,1,1,1,0
100043,5,7,685.36,10,1,0,1,0
100043,6,7,392.08,17,0,0,1,0
100044,1,14,1886.9,19,1,1,0,0
100044,2,14,1413.19,16,0,0,1,1
100044,3,14,1831.64,9,0,0,1,0
100044,4,8,265.02,10,0,0,1,0
100044,5,8,1001.38,8,0,0,1,0
100044,6,8,667.35,9,1,0,0,1
100045,1,14,509.32,10,0,0,1,0
100045,2,8,1018.74,11,1,0,0,0
100045,3,9,180.76,19,1,0,1,0
100045,4,11,1536.66,7,0,0,1,1
100045,5,14,1004.12,11,0,0,1,0
100045,6,16,1380.5,4,0,0,0,0
100046,1,16,552.11,10,0,1,1,0
100046,2,9,1084.14,7,1,0,1,1
100046,3,16,2261.07,10,1,1,0,0
100046,4,11,332.88,9,2,0,0,0
100046,5,8,329.3,12,0,0,1,0
100046,6,17,1617.14,7,0,1,1,0
100047,1,13,1158.16,12,0,1,0,0
100047,2,9,192.65,19,0,0,1,1
100047,3,8,229.92,16,0,0,1,0
100047,4,11,643.79,15,0,0,1,0
100047,5,8,798.53,10,0,0,0,0
100047,6,9,1125.83,14,0,1,1,1
100048,1,11,900.1,7,1,1,1,0
100048,2,13,1295.62,18,0,0,1,1
100048,3,25,2488.45,8,0,0,1,0
100048,4,12,856.6,7,0,1,0,0
100048,5,26,3677.95,18,0,1,1,0
100048,6,18,2071.7,16,0,0,0,0
100049,1,23,1382.32,11,0,0,0,1
100049,2,20,2293.76,12,1,1,1,1
100049,3,13,1279.96,16,1,1,1,0
100049,4,23,1707.41,7,0,1,1,0
100049,5,13,1671.06,11,2,0,1,0
100049,6,20,474.5,11,0,0,0,0
100050,1,19,1305.56,9,2,0,1,1
100050,2,8,379.57,13,0,0,1,0
100050,3,16,1901.13,5,0,0,1,0
100050,4,14,752.89,19,0,0,1,0
100050,5,15,1612.53,11,1,1,1,0
100050,6,16,644.9,14,1,0,1,0
100051,1,12,302.62,12,0,1,1,0
100051,2,14,1506.39,13,0,1,1,0
100051,3,9,502.83,11,0,1,0,0
100051,4,6,222.16,17,1,0,0,0
100051,5,9,196.01,5,0,1,0,0
100051,6,13,1234.93,13,0,1,1,1
100052,1,20,1162.72,10,0,0,1,0
100052,2,18,398.01,12,0,0,1,0
100052,3,22,3066.62,8,1,0,1,0
100052,4,14,743.16,9,0,0,1,0
100052,5,12,1780.24,12,1,1,1,0
100052,6,15,1611.39,12,0,0,1,0
100053,1,9,1174.45,7,0,0,1,0
100053,2,10,1266.09,12,1,0,0,0
100053,3,7,191.76,17,1,1,1,0
100053,4,12,631.37,9,0,0,1,1
100053,5,8,562.77,13,0,1,0,0
100053,6,12,476.23,13,0,0,1,0
100054,1,8,242.45,18,0,0,1,0
100054,2,8,243.84,19,1,0,1,1
100054,3,10,560.19,11,1,1,1,0
100054,4,8,763.87,18,2,1,1,1
100054,5,6,223.1,13,0,0,0,0
100054,6,5,387.68,14,1,0,1,0
100055,1,16,1706.37,5,0,0,1,0
100055,2,28,1088.99,5,0,0,0,0
100055,3,31,816.24,4,2,0,1,0
100055,4,14,1223.78,8,1,0,1,0
100055,5,12,763.18,7,0,1,1,0
100055,6,21,2938.25,11,1,1,1,0
100056,1,26,993.16,12,0,1,1,0
100056,2,20,745.83,12,0,0,1,0
100056,3,28,651.72,14,0,1,1,0
100056,4,27,2681.48,7,0,0,1,0
100056,5,12,1014.13,7,0,0,1,1
100056,6,16,366.93,16,0,1,1,0
100057,1,9,275.44,6,0,1,0,1
100057,2,5,199.96,15,0,1,0,1
100057,3,10,573.39,7,1,0,1,1
100057,4,9,969.63,14,1,0,1,0
100057,5,7,528.99,16,0,0,1,0
100057,6,12,817.56,13,0,0,1,0
100058,1,12,1491.74,13,1,1,1,1
100058,2,10,1116.55,16,1,0,0,0
100058,3,19,1326.99,14,1,0,1,1
100058,4,8,1159.87,15,0,1,1,0
100058,5,13,495.34,10,1,0,1,0
100058,6,13,973.5,11,0,0,1,0
100059,1,17,1657.27,16,0,0,1,0
100059,2,15,300.44,11,0,1,0,0
100059,3,13,1125.94,9,1,0,0,0
100059,4,12,536.21,8,1,1,1,1
100059,5,25,1307.97,7,0,0,1,0
100059,6,27,1724.03,12,0,0,1,0
100060,1,22,3029.16,10,1,0,1,0
100060,2,11,1339.92,7,1,1,1,1
100060,3,9,778.78,11,0,0,1,0
100060,4,11,1208.48,9,0,0,0,1
100060,5,14,358.44,10,0,1,0,1
100060,6,18,2251.35,8,0,0,1,0
100061,1,11,256.25,12,0,0,1,0
100061,2,6,352.42,4,1,1,1,0
100061,3,10,1349.82,13,0,1,1,0
100061,4,12,768.56,19,1,0,1,0
100061,5,12,1673.96,10,0,0,1,1
100061,6,10,1190.83,13,1,1,0,0
100062,1,27,1926.64,9,0,1,1,0
100062,2,29,3276.02,15,1,1,1,0
100062,3,13,608.11,6,1,1,0,1
100062,4,22,1417.09,7,0,0,0,0
100062,5,18,1467.84,13,0,1,0,0
100062,6,19,788.78,14,0,0,1,0
100063,1,21,1608.63,17,0,1,1,0
100063,2,19,1774.11,9,0,1,0,1
100063,3,23,2229.23,10,0,1,1,0
100063,4,19,1237.1,23,0,1,1,0
100063,5,16,2234.71,8,0,0,1,1
100063,6,14,634.82,15,0,0,1,0
100064,1,6,570.54,11,0,0,1,0
100064,2,9,1314.99,17,0,1,1,0
100064,3,8,453.2,16,0,1,1,0
100064,4,5,323.13,16,0,0,0,0
100064,5,7,212.54,21,0,0,0,0
100064,6,9,938.96,17,0,0,0,0
100065,1,5,404.56,7,0,0,0,1
100065,2,4,359.95,15,0,1,0,1
100065,3,8,537.94,13,1,1,1,0
100065,4,8,226.35,9,1,1,0,0
100065,5,8,611.91,12,1,1,1,0
100065,6,5,138.0,10,0,0,1,0
100066,1,26,2766.82,13,0,0,1,0
100066,2,14,950.22,16,1,0,0,1
100066,3,23,1880.57,11,0,0,0,0
100066,4,31,2867.49,8,1,0,1,0
100066,5,33,2131.58,16,1,1,0,0
100066,6,15,1704.89,4,0,1,1,0
100067,1,27,3675.5,12,0,1,0,0
100067,2,24,3371.95,16,0,1,1,0
100067,3,17,956.61,12,0,0,1,0
100067,4,18,563.5,8,1,1,0,0
100067,5,15,2173.46,12,2,0,1,0
100067,6,15,2206.04,15,0,0,1,0
100068,1,11,769.86,10,0,1,1,0
100068,2,20,1019.55,8,0,0,0,0
100068,3,19,1298.95,12,1,1,1,0
100068,4,14,923.32,10,0,0,0,0
100068,5,15,1424.26,13,1,0,1,0
100068,6,17,1974.47,7,0,0,1,0
100069,1,5,354.1,13,0,0,1,0
100069,2,7,908.83,13,0,1,1,0
100069,3,5,550.7,12,0,0,0,0
100069,4,8,394.17,9,0,0,1,0
100069,5,6,813.42,14,0,0,1,0
100069,6,4,342.15,8,0,1,0,0
100070,1,12,367.06,9,0,1,0,0
100070,2,7,272.42,16,0,1,0,1
100070,3,12,357.43,4,1,1,0,0
100070,4,13,724.92,11,1,1,0,1
100070,5,15,2202.42,9,1,0,1,0
100070,6,10,1407.12,11,0,1,1,0
100071,1,8,1064.48,15,0,1,0,0
100071,2,7,903.34,12,0,0,0,1
100071,3,9,237.06,14,0,0,0,0
100071,4,5,222.35,4,0,1,1,0
100071,5,8,445.18,8,1,1,1,0
100071,6,5,628.35,14,1,0,0,1
100072,1,12,1734.43,7,0,1,1,1
100072,2,10,1039.71,11,0,1,1,1
100072,3,9,948.18,15,1,0,1,0
100072,4,10,336.06,14,0,1,1,0
100072,5,10,1400.85,13,0,1,1,0
100072,6,11,275.78,17,2,1,1,1
100073,1,16,2276.76,10,0,1,1,1
100073,2,9,943.17,12,0,1,1,1
100073,3,17,807.26,11,1,0,1,1
100073,4,13,963.31,5,0,1,1,1
100073,5,11,1233.27,10,0,0,1,0
100073,6,17,1388.72,14,0,1,1,0
100074,1,13,418.12,9,0,1,1,0
100074,2,11,1058.84,12,0,1,1,0
100074,3,15,1885.63,9,0,1,1,0
100074,4,26,2782.13,11,0,0,0,0
100074,5,19,1777.65,20,1,0,1,0
100074,6,15,2083.94,18,0,0,1,0
100075,1,9,278.53,19,0,0,0,0
100075,2,10,519.09,17,0,1,1,0
100075,3,6,890.65,13,0,0,1,0
100075,4,6,135.33,26,0,0,1,1
100075,5,6,244.54,16,0,0,1,0
100075,6,11,792.51,15,0,1,0,0
100076,1,10,1038.7,3,0,1,1,1
100076,2,5,452.31,12,1,1,1,0
100076,3,11,466.51,17,1,0,1,0
100076,4,12,1515.8,17,1,0,1,0
100076,5,9,1178.34,9,0,1,1,0
100076,6,6,606.05,14,0,0,0,1
100077,1,8,1007.21,17,1,0,1,1
100077,2,10,724.58,10,0,1,1,0
100077,3,5,255.25,14,0,0,1,0
100077,4,8,733.78,9,0,0,0,0
100077,5,9,204.75,14,0,0,0,0
100077,6,10,457.66,14,0,1,1,0
100078,1,13,347.92,6,0,0,0,0
100078,2,7,156.41,10,0,1,0,0
100078,3,12,318.5,5,0,0,1,0
100078,4,9,752.07,7,0,0,0,0
100078,5,12,1116.09,6,1,0,1,0
100078,6,14,1449.91,22,0,0,0,0
100079,1,19,603.33,13,0,0,1,0
100079,2,15,983.88,18,0,0,1,0
100079,3,20,894.99,6,0,1,0,0
100079,4,18,2492.54,9,1,1,0,1
100079,5,23,743.6,15,0,0,0,0
100079,6,10,802.95,7,0,1,1,1
100080,1,9,943.69,13,0,1,1,1
100080,2,12,786.29,11,0,0,1,0
100080,3,7,989.41,15,0,1,1,0
100080,4,7,214.14,7,0,1,1,0
100080,5,8,457.73,9,0,0,1,1
100080,6,12,1083.26,5,0,0,1,0
100081,1,16,2046.82,12,1,0,0,1
100081,2,22,2984.93,13,0,0,1,0
100081,3,19,1071.02,7,1,1,1,0
100081,4,13,1004.62,12,0,1,1,0
100081,5,16,2276.64,11,0,0,1,1
100081,6,19,1042.67,18,1,0,1,0
100082,1,4,360.38,16,0,1,0,0
100082,2,3,413.59,9,0,0,0,0
100082,3,4,508.43,20,0,0,1,0
100082,4,3,302.8,9,1,0,1,0
100082,5,5,230.76,3,2,1,1,0
100082,6,5,619.4,9,2,0,1,0
100083,1,6,552.6,23,0,0,1,1
100083,2,4,395.63,9,0,0,1,0
100083,3,5,338.09,7,1,0,1,0
100083,4,2,60.41,9,1,0,1,1
100083,5,6,696.86,7,0,1,0,0
100083,6,3,158.28,17,0,0,0,0
100084,1,5,573.52,11,1,0,1,0
100084,2,9,575.46,17,0,1,0,0
100084,3,10,547.97,6,0,0,1,0
100084,4,6,370.04,10,0,1,1,0
100084,5,5,658.18,10,0,1,1,1
100084,6,6,661.42,6,1,1,1,0
100085,1,15,1906.3,14,0,0,1,0
100085,2,8,1020.68,12,0,0,0,1
100085,3,12,588.82,14,0,1,1,0
100085,4,18,760.34,10,0,0,1,1
100085,5,13,1948.66,10,1,0,1,0
100085,6,15,1184.16,8,0,0,1,0
100086,1,7,240.59,9,1,0,1,1
100086,2,15,1684.08,20,1,0,1,0
100086,3,15,473.57,7,1,1,0,0
100086,4,7,217.72,10,0,0,1,0
100086,5,14,1933.31,13,2,1,0,0
100086,6,10,594.37,9,0,1,1,0
100087,1,13,1854.0,12,0,0,1,1
100087,2,19,1327.41,11,0,0,1,0
100087,3,8,400.22,20,0,1,1,0
100087,4,11,467.04,16,0,1,1,0
100087,5,14,1400.31,7,1,0,0,0
100087,6,11,1381.11,18,0,1,1,0
100088,1,6,400.66,14,1,0,0,0
100088,2,4,145.76,14,0,0,1,0
100088,3,4,364.24,14,0,0,0,1
100088,4,6,356.5,11,0,1,1,0
100088,5,3,422.12,11,0,0,0,0
100088,6,4,275.94,9,1,0,1,1
100089,1,14,977.94,13,1,1,1,0
100089,2,9,1207.56,19,0,0,0,0
100089,3,13,1799.29,16,1,1,1,0
100089,4,6,262.68,10,0,0,1,0
100089,5,11,1016.09,12,0,0,1,0
100089,6,11,1104.58,5,1,0,1,0
100090,1,17,2306.35,5,0,1,1,0
100090,2,31,2264.4,11,0,0,1,1
100090,3,18,1438.43,9,1,1,1,0
100090,4,32,1191.51,12,1,0,1,0
100090,5,28,938.41,22,1,0,1,0
100090,6,27,1982.37,15,0,1,1,0
100091,1,7,512.7,18,1,0,1,0
100091,2,10,832.33,12,3,0,1,0
100091,3,13,570.25,10,3,0,1,1
100091,4,14,1843.97,4,0,0,1,0
100091,5,13,1378.61,7,0,0,1,1
100091,6,6,753.68,22,1,0,1,0
100092,1,16,716.06,7,0,0,1,0
100092,2,29,2998.76,7,0,1,1,0
100092,3,21,1193.97,21,0,0,1,0
100092,4,30,1218.23,10,0,0,1,1
100092,5,12,1665.41,13,0,1,1,0
100092,6,18,515.39,16,0,0,1,0
100093,1,7,997.39,11,0,0,1,0
100093,2,8,572.13,14,0,0,1,0
100093,3,8,502.49,12,0,0,1,0
100093,4,8,861.15,8,0,0,1,0
100093,5,6,189.59,12,0,0,0,0
100093,6,5,522.41,7,0,1,1,0
100094,1,10,596.19,8,0,1,1,0
100094,2,9,406.33,5,0,0,1,0
100094,3,8,896.27,10,0,0,1,0
100094,4,10,1332.73,18,0,0,1,0
100094,5,13,882.42,10,0,1,1,1
100094,6,5,666.02,11,0,0,0,0
100095,1,15,1267.83,13,1,1,1,0
100095,2,13,1222.43,9,1,1,1,1
100095,3,10,368.72,20,0,1,0,1
100095,4,23,527.48,8,1,1,1,0
100095,5,18,967.11,9,0,0,0,0
100095,6,9,1092.05,14,1,1,0,0
100096,1,19,1719.48,8,0,0,1,0
100096,2,20,2299.77,6,1,1,1,1
100096,3,16,344.5,14,0,0,0,0
100096,4,25,1110.69,11,0,0,0,0
100096,5,16,1252.69,10,0,0,1,0
100096,6,24,3255.82,11,0,1,1,0
100097,1,3,230.94,7,0,1,0,0
100097,2,4,428.08,13,0,1,1,0
100097,3,3,310.69,19,1,1,1,0
100097,4,4,469.64,9,1,1,1,0
100097,5,4,468.56,8,0,1,1,0
100097,6,5,540.78,13,0,1,0,0
100098,1,6,146.07,8,0,1,1,1
100098,2,4,592.47,19,2,0,1,1
100098,3,5,442.85,2,0,1,1,0
100098,4,3,295.46,10,0,0,0,0
100098,5,6,815.62,8,1,1,1,0
100098,6,4,93.39,11,0,1,1,1
100099,1,7,801.69,4,0,1,1,0
100099,2,4,454.12,12,0,0,1,0
100099,3,5,435.36,13,0,0,0,0
100099,4,6,592.45,12,0,0,1,0
100099,5,9,899.01,15,0,0,1,0
100099,6,5,422.18,10,0,0,1,0
100100,1,4,84.39,21,0,1,1,0
100100,2,2,54.05,12,0,1,1,0
100100,3,4,288.08,12,0,1,1,0
100100,4,4,335.95,15,0,0,1,0
100100,5,3,104.37,13,0,0,0,0
100100,6,6,793.52,18,0,0,1,0
100101,1,18,1210.62,19,0,0,1,0
100101,2,26,1462.59,17,1,0,0,0
100101,3,12,970.8,14,1,0,0,0
100101,4,22,2468.26,11,0,0,1,0
100101,5,18,2485.74,9,1,1,1,0
100101,6,23,1874.91,13,0,1,0,0
100102,1,11,361.53,10,1,0,1,1
100102,2,10,1241.78,9,0,0,1,0
100102,3,12,504.82,14,0,0,1,0
100102,4,10,1283.25,7,1,1,0,0
100102,5,12,1585.77,6,0,0,0,1
100102,6,8,209.31,16,0,1,0,0
100103,1,16,1840.69,7,0,1,0,0
100103,2,25,2477.86,15,0,0,0,0
100103,3,16,570.16,16,1,0,0,0
100103,4,15,1341.73,19,1,0,0,1
100103,5,13,970.87,10,0,1,1,0
100103,6,25,3108.32,10,0,0,0,0
100104,1,2,115.09,9,1,0,1,0
100104,2,1,141.8,6,1,0,1,0
100104,3,1,60.74,8,1,0,1,0
100104,4,1,32.6,12,1,1,1,0
100104,5,1,63.28,8,4,1,1,1
100104,6,1,147.53,6,1,1,1,0
100105,1,12,1052.22,14,0,0,1,1
100105,2,16,1005.11,17,0,0,1,1
100105,3,14,409.07,10,0,0,1,0
100105,4,12,983.74,9,0,0,1,1
100105,5,7,961.82,15,0,1,1,0
100105,6,11,1565.58,11,1,0,1,1
100106,1,12,969.86,17,1,0,1,0
100106,2,21,561.1,9,0,0,1,0
100106,3,22,1550.06,10,0,0,1,0
100106,4,29,3278.05,17,0,1,0,0
100106,5,29,2779.17,12,0,0,1,0
100106,6,20,2949.69,10,0,1,1,0
100107,1,10,496.48,5,0,0,1,1
100107,2,18,937.39,11,0,1,1,0
100107,3,15,1401.89,10,1,1,1,1
100107,4,8,828.55,19,2,1,0,0
100107,5,12,1051.48,8,0,1,0,0
100107,6,14,1469.65,19,0,0,1,0
