customer_id,month,txn_count,txn_amount,app_logins,complaints,channel_atm,channel_mobile,channel_branch,snapshot_date
15577657,2,16,1257.45,6,0,0,1,1,2026-02-28
15577657,3,22,1146.54,14,0,0,1,0,2026-03-31
15577657,4,16,1289.84,7,0,1,0,1,2026-04-30
15577657,5,18,1246.82,10,0,0,0,0,2026-05-31
15577657,6,21,713.16,8,0,0,0,0,2026-06-30
15597945,1,6,738.82,17,1,1,0,0,2026-01-31
15597945,2,11,693.4,11,0,1,1,0,2026-02-28
15597945,3,10,1179.71,12,0,1,1,0,2026-03-31
15597945,4,4,222.14,11,0,1,1,0,2026-04-30
15597945,5,12,344.42,11,0,0,0,0,2026-05-31
15597945,6,9,403.04,9,1,1,0,0,2026-06-30
15699309,1,9,357.46,8,0,0,1,0,2026-01-31
15699309,2,5,83.81,9,0,0,1,1,2026-02-28
15699309,3,5,196.26,2,1,1,0,0,2026-03-31
15699309,4,5,266.65,1,4,0,1,0,2026-04-30
15699309,5,4,174.3,3,4,0,0,0,2026-05-31
15699309,6,2,156.29,2,3,1,0,1,2026-06-30
15725737,1,15,569.17,6,0,0,1,1,2026-01-31
15725737,2,15,905.34,10,0,0,1,0,2026-02-28
15725737,3,10,1049.01,11,1,1,0,0,2026-03-31
15725737,4,22,953.63,9,1,0,1,1,2026-04-30
15725737,5,17,840.57,9,0,1,0,0,2026-05-31
15725737,6,25,1126.97,11,1,0,1,0,2026-06-30
15625047,1,23,1420.55,14,0,1,1,1,2026-01-31
15625047,2,14,1217.26,19,0,1,1,0,2026-02-28
15625047,3,21,1405.98,17,0,0,1,0,2026-03-31
15625047,4,21,1803.34,7,0,1,1,0,2026-04-30
15625047,5,11,839.19,10,0,1,0,0,2026-05-31
15625047,6,17,1062.24,6,0,0,0,0,2026-06-30
15738191,1,21,1299.31,12,2,1,1,1,2026-01-31
15738191,2,15,539.08,14,2,0,0,0,2026-02-28
15738191,3,11,968.52,15,0,0,1,0,2026-03-31
15738191,4,15,1117.73,11,0,1,0,0,2026-04-30
15738191,5,18,697.57,10,0,0,0,0,2026-05-31
15738191,6,11,1221.41,15,0,1,1,1,2026-06-30
15736816,1,18,3474.44,11,0,0,0,1,2026-01-31
15736816,2,20,860.62,13,0,0,1,1,2026-02-28
15736816,3,13,1641.84,9,0,0,1,0,2026-03-31
15736816,4,14,1848.72,12,0,1,1,0,2026-04-30
15736816,5,15,522.43,5,0,0,0,0,2026-05-31
15736816,6,18,1445.77,7,0,0,1,0,2026-06-30
15700772,1,15,982.17,13,0,1,1,0,2026-01-31
15700772,2,7,941.07,14,0,1,1,0,2026-02-28
15700772,3,7,998.91,13,0,0,1,0,2026-03-31
15700772,4,11,1160.73,8,0,0,1,1,2026-04-30
15700772,5,5,798.02,11,1,1,1,1,2026-05-31
15700772,6,8,351.64,5,1,0,1,0,2026-06-30
15728693,1,12,885.4,14,0,0,1,0,2026-01-31
15728693,2,15,920.84,12,0,0,0,0,2026-02-28
15728693,3,17,521.86,10,1,0,0,0,2026-03-31
15728693,4,17,1484.9,9,0,0,1,1,2026-04-30
15728693,5,15,935.64,11,2,0,0,0,2026-05-31
15728693,6,9,532.99,8,0,1,0,0,2026-06-30
15656300,1,18,1941.77,14,1,0,1,0,2026-01-31
15656300,2,22,1651.28,15,0,0,1,0,2026-02-28
15656300,3,18,1333.94,12,0,1,1,1,2026-03-31
15656300,4,16,1396.38,9,0,0,1,0,2026-04-30
15656300,5,18,1036.67,10,0,0,0,0,2026-05-31
15656300,6,18,777.57,14,0,0,0,0,2026-06-30
15589475,1,15,1338.33,13,0,1,1,1,2026-01-31
15589475,2,10,629.31,24,0,0,0,0,2026-02-28
15589475,3,18,817.79,19,0,0,1,0,2026-03-31
15589475,4,9,446.06,12,1,0,0,0,2026-04-30
15589475,5,8,743.49,18,0,1,0,1,2026-05-31
15589475,6,11,275.37,9,1,0,0,0,2026-06-30
15706552,1,19,1619.64,16,0,1,1,0,2026-01-31
15706552,2,22,274.29,10,0,1,1,0,2026-02-28
15706552,3,20,2185.63,12,2,1,1,0,2026-03-31
15706552,4,14,841.43,8,0,0,1,0,2026-04-30
15706552,5,9,748.59,10,0,0,0,0,2026-05-31
15706552,6,17,2664.34,11,0,0,1,0,2026-06-30
15750181,1,10,285.51,7,0,1,1,0,2026-01-31
15750181,2,7,149.53,10,2,1,1,1,2026-02-28
15750181,3,9,698.76,12,0,0,1,0,2026-03-31
15750181,4,5,269.13,8,0,1,1,0,2026-04-30
15750181,5,10,338.93,12,0,1,0,0,2026-05-31
15750181,6,8,660.21,9,0,1,1,0,2026-06-30
15659428,1,17,932.45,9,0,1,0,0,2026-01-31
15659428,2,12,448.7,14,1,1,1,0,2026-02-28
15659428,3,5,237.9,12,0,1,1,0,2026-03-31
15659428,4,15,1063.46,10,2,0,1,1,2026-04-30
15659428,5,14,1297.28,10,0,1,0,0,2026-05-31
15659428,6,15,1558.96,4,1,1,1,0,2026-06-30
15732963,1,18,1837.78,18,0,0,0,0,2026-01-31
15732963,2,14,877.68,10,0,0,1,0,2026-02-28
15732963,3,8,634.4,13,1,0,1,0,2026-03-31
15732963,4,17,1571.91,13,0,0,1,0,2026-04-30
15732963,5,18,1108.68,13,0,0,1,0,2026-05-31
15732963,6,14,709.3,4,0,1,0,0,2026-06-30
15794171,1,11,973.77,6,0,0,0,0,2026-01-31
15794171,2,12,1039.57,6,3,0,1,0,2026-02-28
15794171,3,9,323.54,5,1,0,1,0,2026-03-31
15794171,4,6,429.54,4,1,0,1,0,2026-04-30
15794171,5,5,397.17,2,1,0,0,0,2026-05-31
15794171,6,2,117.25,6,2,1,1,0,2026-06-30
15788448,1,20,1287.11,16,0,0,0,0,2026-01-31
15788448,2,16,1348.78,5,0,0,1,0,2026-02-28
15788448,3,17,1112.71,14,3,1,1,1,2026-03-31
15788448,4,12,2781.69,8,0,0,0,0,2026-04-30
15788448,5,15,1366.06,12,0,1,1,0,2026-05-31
15788448,6,21,1834.43,12,0,1,0,0,2026-06-30
15729599,1,17,1126.41,6,2,1,1,0,2026-01-31
15729599,2,6,288.14,4,1,0,1,0,2026-02-28
15729599,3,1,75.91,5,1,1,1,0,2026-03-31
15729599,4,3,179.12,3,2,0,0,0,2026-04-30
15729599,5,1,83.48,2,0,0,1,0,2026-05-31
15729599,6,0,0.0,1,2,0,0,0,2026-06-30
15717426,1,10,673.21,15,0,0,1,0,2026-01-31
15717426,2,21,2240.26,14,0,0,1,1,2026-02-28
15717426,3,13,502.02,8,0,0,1,1,2026-03-31
15717426,4,21,1174.58,10,0,0,1,0,2026-04-30
15717426,5,20,2031.42,13,0,0,1,0,2026-05-31
15717426,6,25,1870.39,11,0,1,1,0,2026-06-30
15585768,1,17,1161.62,10,0,1,0,0,2026-01-31
15585768,2,15,688.01,9,1,1,0,0,2026-02-28
15585768,3,13,935.6,11,0,0,0,0,2026-03-31
15585768,4,14,953.09,10,0,0,1,0,2026-04-30
15585768,5,19,626.32,10,0,0,1,0,2026-05-31
15585768,6,13,972.66,6,1,1,0,0,2026-06-30
15619360,1,14,671.81,9,0,0,1,0,2026-01-31
15619360,2,8,409.11,20,1,0,1,1,2026-02-28
15619360,3,6,272.07,9,0,1,0,0,2026-03-31
15619360,4,6,136.16,10,0,1,0,0,2026-04-30
15619360,5,11,260.57,13,0,1,0,1,2026-05-31
15619360,6,8,1109.89,9,1,1,1,1,2026-06-30
15738148,1,13,536.88,7,2,0,1,1,2026-01-31
15738148,2,12,840.12,11,1,1,1,1,2026-02-28
15738148,3,9,780.12,10,1,1,0,1,2026-03-31
15738148,4,5,464.05,13,1,0,0,0,2026-04-30
15738148,5,8,590.6,4,2,0,1,0,2026-05-31
15738148,6,3,145.19,7,0,0,1,0,2026-06-30
15687946,1,15,1510.14,10,1,0,0,0,2026-01-31
15687946,2,15,815.71,13,0,0,1,0,2026-02-28
15687946,3,19,1145.3,10,0,0,1,0,2026-03-31
15687946,4,13,585.58,15,0,0,1,1,2026-04-30
15687946,5,16,1285.78,11,0,0,0,1,2026-05-31
15687946,6,19,1146.23,11,0,0,1,0,2026-06-30
15755196,1,10,567.47,6,0,1,1,0,2026-01-31
15755196,2,8,381.08,7,0,0,1,0,2026-02-28
15755196,3,3,97.3,2,0,0,1,0,2026-03-31
15755196,4,5,231.0,1,0,0,1,0,2026-04-30
15755196,5,4,129.68,4,1,0,1,0,2026-05-31
15755196,6,2,151.01,2,1,1,1,0,2026-06-30
15684171,1,19,1124.14,15,1,0,0,0,2026-01-31
15684171,2,14,974.07,14,0,0,1,0,2026-02-28
15684171,3,25,1499.17,14,0,0,1,0,2026-03-31
15684171,4,19,1091.71,14,0,1,1,0,2026-04-30
15684171,5,13,2286.11,12,0,0,0,0,2026-05-31
15684171,6,10,539.12,14,0,0,1,0,2026-06-30
15754849,1,15,591.49,7,0,0,0,0,2026-01-31
15754849,2,13,263.72,11,1,1,1,0,2026-02-28
15754849,3,25,1544.33,6,0,0,1,0,2026-03-31
15754849,4,11,995.64,11,0,0,0,0,2026-04-30
15754849,5,12,287.66,4,0,1,1,1,2026-05-31
15754849,6,17,1954.44,11,0,1,1,0,2026-06-30
15602280,1,14,421.97,11,0,1,1,0,2026-01-31
15602280,2,19,1314.42,10,2,0,1,1,2026-02-28
15602280,3,8,363.48,14,0,1,0,0,2026-03-31
15602280,4,8,228.56,7,1,0,1,0,2026-04-30
15602280,5,6,505.0,9,2,1,1,0,2026-05-31
15602280,6,4,56.1,9,1,0,1,1,2026-06-30
15771573,1,16,873.35,8,0,0,1,0,2026-01-31
15771573,2,12,905.45,7,1,0,1,1,2026-02-28
15771573,3,12,799.86,5,1,1,1,0,2026-03-31
15771573,4,6,448.17,5,0,0,1,1,2026-04-30
15771573,5,7,121.41,6,1,1,1,0,2026-05-31
15771573,6,8,323.63,4,1,1,1,0,2026-06-30
15766205,1,13,857.47,9,0,1,0,0,2026-01-31
15766205,2,20,579.62,13,0,1,1,0,2026-02-28
15766205,3,16,422.67,13,0,0,1,0,2026-03-31
15766205,4,18,328.14,15,1,1,1,0,2026-04-30
15766205,5,12,806.11,8,2,0,1,0,2026-05-31
15766205,6,12,689.23,5,1,1,1,0,2026-06-30
15771873,1,9,1091.78,11,0,1,1,0,2026-01-31
15771873,2,16,1120.39,15,0,0,0,0,2026-02-28
15771873,3,10,491.43,5,1,0,1,0,2026-03-31
15771873,4,9,720.08,14,0,1,1,0,2026-04-30
15771873,5,10,625.55,9,0,0,1,0,2026-05-31
15771873,6,9,260.64,14,0,1,0,1,2026-06-30
15616550,1,6,402.22,9,0,0,1,0,2026-01-31
15616550,2,9,377.43,10,0,1,1,0,2026-02-28
15616550,3,7,509.71,6,1,1,1,0,2026-03-31
15616550,4,11,637.53,12,0,1,0,0,2026-04-30
15616550,5,8,286.05,14,0,0,1,1,2026-05-31
15616550,6,16,562.47,9,0,0,0,0,2026-06-30
15768193,1,10,1031.63,15,0,0,1,0,2026-01-31
15768193,2,7,299.53,14,1,1,1,0,2026-02-28
15768193,3,13,774.11,10,0,0,1,0,2026-03-31
15768193,4,6,264.37,9,0,1,1,0,2026-04-30
15768193,5,13,1222.75,11,1,0,1,1,2026-05-31
15768193,6,11,1600.17,13,0,1,1,0,2026-06-30
15683553,1,10,699.59,15,0,1,0,1,2026-01-31
15683553,2,13,787.89,11,0,1,0,0,2026-02-28
15683553,3,14,989.52,7,0,1,0,1,2026-03-31
15683553,4,13,1075.13,16,0,0,0,0,2026-04-30
15683553,5,8,236.79,11,0,0,1,0,2026-05-31
15683553,6,9,1506.96,13,1,0,1,0,2026-06-30
15702298,1,12,635.33,10,0,0,1,0,2026-01-31
15702298,2,7,400.94,10,0,0,1,0,2026-02-28
15702298,3,5,175.28,9,1,0,1,1,2026-03-31
15702298,4,1,51.44,5,0,0,1,0,2026-04-30
15702298,5,3,244.78,4,1,0,1,0,2026-05-31
15702298,6,5,1045.39,5,0,1,1,0,2026-06-30
15569590,1,15,796.72,11,1,0,1,0,2026-01-31
15569590,2,12,935.8,9,1,1,0,0,2026-02-28
15569590,3,8,738.36,9,3,1,1,1,2026-03-31
15569590,4,10,487.55,7,1,0,0,0,2026-04-30
15569590,5,4,192.9,10,0,0,1,0,2026-05-31
15569590,6,4,280.42,7,1,1,1,0,2026-06-30
15760861,1,16,594.52,6,0,0,1,0,2026-01-31
15760861,2,23,2258.65,9,1,1,1,1,2026-02-28
15760861,3,14,514.25,11,0,0,1,0,2026-03-31
15760861,4,7,384.59,14,2,0,1,0,2026-04-30
15760861,5,12,545.99,4,0,0,0,0,2026-05-31
15760861,6,16,527.72,10,0,1,1,0,2026-06-30
15630053,1,8,369.71,7,0,0,1,0,2026-01-31
15630053,2,11,638.35,11,0,0,1,0,2026-02-28
15630053,3,8,616.85,11,0,0,1,1,2026-03-31
15630053,4,13,617.85,12,0,1,1,0,2026-04-30
15630053,5,8,388.58,3,0,1,1,0,2026-05-31
15630053,6,10,551.4,15,0,1,1,0,2026-06-30
15647091,1,5,246.53,14,0,1,1,0,2026-01-31
15647091,2,10,652.31,8,1,1,1,0,2026-02-28
15647091,3,6,492.65,10,1,0,1,0,2026-03-31
15647091,4,7,300.76,4,0,0,0,0,2026-04-30
15647091,5,8,619.22,8,0,0,1,0,2026-05-31
15647091,6,7,248.91,9,1,0,1,0,2026-06-30
15623944,1,9,358.61,3,0,1,1,0,2026-01-31
15623944,2,8,765.07,6,0,0,1,0,2026-02-28
15623944,3,4,111.5,10,0,0,1,0,2026-03-31
15623944,4,3,114.21,8,2,0,1,0,2026-04-30
15623944,5,7,887.86,10,1,1,0,1,2026-05-31
15623944,6,8,189.62,5,1,0,1,0,2026-06-30
15804771,1,16,756.8,7,0,1,1,0,2026-01-31
15804771,2,21,2620.88,10,0,0,0,0,2026-02-28
15804771,3,19,1208.83,6,0,1,0,1,2026-03-31
15804771,4,15,1971.34,11,1,0,1,0,2026-04-30
15804771,5,15,1676.99,10,0,0,1,1,2026-05-31
15804771,6,16,628.75,14,0,1,1,0,2026-06-30
15651280,1,14,657.9,10,0,1,1,0,2026-01-31
15651280,2,9,240.18,14,0,1,0,0,2026-02-28
15651280,3,10,1567.33,12,0,0,1,0,2026-03-31
15651280,4,10,617.71,10,0,1,1,0,2026-04-30
15651280,5,10,1087.8,13,1,0,1,0,2026-05-31
15651280,6,11,357.68,10,0,1,1,0,2026-06-30
15773469,1,15,547.81,16,0,0,0,0,2026-01-31
15773469,2,9,886.86,8,0,0,1,0,2026-02-28
15773469,3,6,205.73,9,0,1,1,0,2026-03-31
15773469,4,6,430.46,16,0,1,1,0,2026-04-30
15773469,5,7,398.75,14,2,1,0,1,2026-05-31
15773469,6,11,682.89,12,0,1,0,1,2026-06-30
15702014,1,8,410.23,8,1,0,1,0,2026-01-31
15702014,2,13,715.8,11,0,0,1,0,2026-02-28
15702014,3,11,745.47,14,0,1,1,0,2026-03-31
15702014,4,9,786.36,8,0,0,1,0,2026-04-30
15702014,5,13,196.6,13,0,1,1,0,2026-05-31
15702014,6,9,753.49,15,0,0,1,0,2026-06-30
15751208,1,16,1691.34,12,1,0,1,1,2026-01-31
15751208,2,19,727.82,8,2,0,1,0,2026-02-28
15751208,3,20,339.74,11,0,0,1,0,2026-03-31
15751208,4,16,832.63,12,1,0,0,1,2026-04-30
15751208,5,10,522.93,10,0,1,1,0,2026-05-31
15751208,6,17,1646.63,6,0,0,0,0,2026-06-30
15592461,1,19,1135.77,16,1,0,1,0,2026-01-31
15592461,2,13,949.88,10,1,0,1,0,2026-02-28
15592461,3,13,1854.69,10,0,1,1,0,2026-03-31
15592461,4,9,648.46,12,0,1,1,0,2026-04-30
15592461,5,13,1094.38,10,0,0,1,0,2026-05-31
15592461,6,12,1517.35,6,1,1,1,0,2026-06-30
15789484,1,9,898.83,12,1,1,0,0,2026-01-31
15789484,2,26,1003.16,13,1,1,1,1,2026-02-28
15789484,3,12,3095.33,11,0,0,1,0,2026-03-31
15789484,4,9,286.94,17,0,1,1,0,2026-04-30
15789484,5,12,667.37,7,0,1,1,0,2026-05-31
15789484,6,7,365.71,13,0,1,0,0,2026-06-30
15696061,1,10,414.07,11,1,0,0,0,2026-01-31
15696061,2,12,480.25,10,0,0,0,0,2026-02-28
15696061,3,9,373.17,10,0,1,1,1,2026-03-31
15696061,4,10,1061.55,9,1,0,1,0,2026-04-30
15696061,5,7,315.27,11,0,0,1,0,2026-05-31
15696061,6,14,1008.88,9,0,1,1,1,2026-06-30
15641582,1,14,1206.51,9,0,1,1,0,2026-01-31
15641582,2,16,1316.15,11,0,1,1,0,2026-02-28
15641582,3,19,1917.8,8,0,0,0,1,2026-03-31
15641582,4,14,1764.68,15,1,0,0,1,2026-04-30
15641582,5,14,1596.82,11,0,1,1,0,2026-05-31
15641582,6,18,1036.99,13,0,0,1,0,2026-06-30
15638424,1,17,1245.22,12,0,0,1,0,2026-01-31
15638424,2,11,491.11,7,1,1,1,0,2026-02-28
15638424,3,7,300.96,10,0,1,0,0,2026-03-31
15638424,4,8,314.45,5,1,1,1,0,2026-04-30
15638424,5,5,773.63,1,0,1,1,0,2026-05-31
15638424,6,3,244.45,1,1,0,1,0,2026-06-30
15755648,1,5,162.5,9,0,0,1,0,2026-01-31
15755648,2,5,480.96,11,1,1,1,1,2026-02-28
15755648,3,5,261.13,10,0,1,0,0,2026-03-31
15755648,4,6,145.83,13,0,0,1,1,2026-04-30
15755648,5,6,229.37,13,0,0,1,0,2026-05-31
15755648,6,7,392.0,11,0,0,0,0,2026-06-30
15703793,1,7,972.28,7,0,0,1,1,2026-01-31
15703793,2,10,271.94,9,0,1,1,1,2026-02-28
15703793,3,4,218.84,7,1,1,0,1,2026-03-31
15703793,4,7,364.17,4,1,1,0,1,2026-04-30
15703793,5,7,164.97,2,1,1,0,0,2026-05-31
15703793,6,6,937.18,5,2,0,1,0,2026-06-30
15620344,1,12,557.24,17,1,1,1,1,2026-01-31
15620344,2,10,1087.75,13,0,0,0,0,2026-02-28
15620344,3,10,494.79,7,1,0,1,0,2026-03-31
15620344,4,7,357.31,12,0,1,0,0,2026-04-30
15620344,5,10,388.91,14,0,0,1,1,2026-05-31
15620344,6,5,123.15,10,0,1,0,1,2026-06-30
15812518,1,19,912.52,9,0,0,1,1,2026-01-31
15812518,2,12,591.82,9,2,0,1,0,2026-02-28
15812518,3,13,517.46,8,0,0,1,0,2026-03-31
15812518,4,19,423.78,11,0,0,1,0,2026-04-30
15812518,5,17,723.18,10,1,0,1,1,2026-05-31
15812518,6,21,374.14,12,0,0,1,0,2026-06-30
15779052,1,22,2300.25,13,0,0,0,1,2026-01-31
15779052,2,11,1170.24,12,1,1,0,0,2026-02-28
15779052,3,16,1113.08,14,0,1,0,0,2026-03-31
15779052,4,21,4474.57,10,1,1,1,1,2026-04-30
15779052,5,14,1265.29,10,0,0,1,0,2026-05-31
15779052,6,13,1230.67,12,0,0,0,0,2026-06-30
15770811,1,15,617.19,9,0,0,1,0,2026-01-31
15770811,2,16,2912.44,9,0,0,0,0,2026-02-28
15770811,3,17,1308.02,10,0,0,1,0,2026-03-31
15770811,4,18,1029.8,12,1,0,1,0,2026-04-30
15770811,5,16,504.71,17,0,1,1,0,2026-05-31
15770811,6,19,526.6,11,0,1,1,0,2026-06-30
15780961,1,9,512.49,9,0,0,0,0,2026-01-31
15780961,2,5,292.44,19,0,1,1,0,2026-02-28
15780961,3,5,239.82,13,1,0,1,0,2026-03-31
15780961,4,8,286.55,9,0,1,1,0,2026-04-30
15780961,5,7,382.5,6,0,0,1,1,2026-05-31
15780961,6,3,302.46,7,0,1,0,0,2026-06-30
15614049,1,24,1769.98,11,0,0,1,0,2026-01-31
15614049,2,17,985.4,7,1,0,1,1,2026-02-28
15614049,3,17,1200.45,12,1,0,0,0,2026-03-31
15614049,4,16,883.82,12,0,0,1,0,2026-04-30
15614049,5,16,1211.06,13,0,1,0,0,2026-05-31
15614049,6,21,1496.52,9,0,1,1,0,2026-06-30
15662085,1,17,1986.07,11,0,1,0,0,2026-01-31
15662085,2,24,2346.64,14,0,0,0,0,2026-02-28
15662085,3,13,493.47,8,0,0,1,0,2026-03-31
15662085,4,18,914.46,12,2,1,1,0,2026-04-30
15662085,5,13,3555.61,17,0,1,1,1,2026-05-31
15662085,6,19,903.74,18,0,0,0,0,2026-06-30
15575185,1,11,226.96,12,0,0,0,1,2026-01-31
15575185,2,17,1001.98,13,0,1,1,0,2026-02-28
15575185,3,16,1251.07,12,0,0,1,0,2026-03-31
15575185,4,15,887.14,10,0,1,1,0,2026-04-30
15575185,5,19,829.41,12,1,1,0,0,2026-05-31
15575185,6,13,695.18,7,0,0,0,1,2026-06-30
