customer_id,segment
15793726,Promising
15694717,Promising
15665834,Loyalist
15765297,Promising
15636684,Champion
15592979,Loyalist
15750803,Loyalist
15607178,Loyalist
15713853,Champion
15673481,At Risk
15686776,Loyalist
15673693,Promising
15700696,Loyalist
15813163,Loyalist
15653857,Promising
15777076,Loyalist
15717398,Loyalist
15799217,Loyalist
15787071,Champion
15619955,At Risk
15796505,Promising
15725166,Loyalist
15800116,Loyalist
15758685,Champion
15694456,Loyalist
15767339,At Risk
15683562,Loyalist
15782210,At Risk
15668893,Champion
15669169,Champion
15643024,Loyalist
15699389,Loyalist
15708608,Champion
15626144,Loyalist
15573112,Loyalist
15790678,Loyalist
15727556,Loyalist
15697307,Loyalist
15652266,Loyalist
15607098,Loyalist
15655774,Loyalist
15590241,Loyalist
15785819,Loyalist
15723654,Promising
15774510,Loyalist
15684173,At Risk
15650068,Promising
15811490,Loyalist
15803976,Loyalist
15682541,Loyalist
15695699,Loyalist
15624188,Champion
15812191,Loyalist
15636673,Promising
15594898,Promising
15660211,Loyalist
15773972,At Risk
15746726,Loyalist
15712287,Loyalist
15702919,Loyalist
15674398,Loyalist
15797960,At Risk
15631868,Promising
15581539,Loyalist
15662736,At Risk
15666252,Champion
15677512,Loyalist
15626114,Loyalist
15810834,Promising
15678910,Loyalist
15694408,Promising
15585215,Loyalist
15682757,Loyalist
15736601,Loyalist
15601848,Promising
15736008,At Risk
15669064,Promising
15624528,Champion
15598493,Champion
15601274,Promising
15702669,Promising
15728669,Loyalist
15742668,Loyalist
15697441,Loyalist
15740476,Loyalist
15648064,Promising
15636624,Loyalist
15807923,Loyalist
15745844,Champion
15786170,Loyalist
15681081,Loyalist
15684484,Loyalist
15785869,Loyalist
15763859,Loyalist
15658935,Loyalist
15747358,Loyalist
15735203,Promising
15576256,Loyalist
15659420,Loyalist
15593365,Promising
15777352,Loyalist
15812007,Champion
15625461,Promising
15739438,Promising
15611759,Champion
15661629,Loyalist
15633950,Promising
15592386,Loyalist
15803716,Loyalist
15696674,Promising
15706365,Loyalist
15745088,Loyalist
15676715,Champion
15613085,Loyalist
15633537,Loyalist
15594720,Champion
15684042,Promising
15583303,Promising
15611579,Loyalist
15774696,Promising
15694506,Promising
15688074,Promising
15759537,Champion
15758449,Loyalist
15583456,At Risk
15667871,Loyalist
15677371,Promising
15629677,At Risk
15713578,Champion
15591509,Loyalist
15568240,Champion
15622993,Loyalist
15689294,Loyalist
15720910,Loyalist
15721181,At Risk
15776433,Promising
15748936,Promising
15717225,Loyalist
15685226,Loyalist
15785611,Loyalist
15573456,At Risk
15684548,Loyalist
15620505,Promising
15807432,Promising
15584766,Loyalist
15612187,Loyalist
15762218,Champion
15646372,At Risk
15690452,At Risk
15747795,Loyalist
15781589,Champion
15732674,Champion
15642291,Champion
15692761,Loyalist
15578045,At Risk
15745354,Loyalist
15701376,Champion
15691625,Loyalist
15566594,Loyalist
15760431,Promising
15686302,Loyalist
15801559,At Risk
15810432,Loyalist
15809616,Loyalist
15720559,At Risk
15695632,Loyalist
15659843,At Risk
15615624,Loyalist
15810418,At Risk
15716186,Promising
15674551,Loyalist
15622834,Loyalist
15566111,Loyalist
15784597,Loyalist
15652883,Loyalist
15806964,Promising
15576313,Loyalist
15806467,Promising
15597602,Loyalist
15743040,Promising
15705521,Promising
15595039,Loyalist
15799384,Loyalist
15581197,Loyalist
15693737,Loyalist
15624623,Loyalist
15783501,Promising
15690134,Loyalist
15782735,Loyalist
15611088,Loyalist
15672145,Champion
15732628,Promising
15787470,At Risk
15803406,Promising
15730460,Promising
15644572,Loyalist
15694860,Loyalist
15658169,At Risk
15794396,Loyalist
15785798,Champion
15710825,Loyalist
15668444,Loyalist
15726631,Loyalist
15733797,Loyalist
15747960,Loyalist
15634632,Loyalist
15707362,Promising
15662976,Loyalist
15732778,Promising
15718443,Loyalist
15670039,Loyalist
15773792,Loyalist
15613786,Loyalist
15726032,Loyalist
15663252,Champion
15593782,At Risk
15633283,Loyalist
15749167,Loyalist
15759298,Loyalist
15683625,Promising
15635367,Promising
15681705,Loyalist
15603156,Promising
15591986,At Risk
15798888,Promising
15809722,Loyalist
15677538,Loyalist
15797736,Loyalist
15695585,Loyalist
15744398,Loyalist
15750658,At Risk
15578186,Loyalist
15676519,At Risk
15637954,Promising
15758639,Loyalist
15613772,Loyalist
15731744,Promising
15807709,Loyalist
15714689,Promising
15699005,Promising
15624170,Loyalist
15725679,At Risk
15585865,Promising
15804256,Champion
15662403,Loyalist
15733616,Loyalist
15591995,Champion
15677020,Loyalist
15727688,Loyalist
15715941,Loyalist
15714485,At Risk
15730059,Champion
15715527,Loyalist
15576623,Loyalist
15805565,Loyalist
15677307,Loyalist
15773890,Loyalist
15598883,Promising
15568506,Champion
15761043,Loyalist
15782236,Loyalist
15593601,Loyalist
15682048,Loyalist
15746902,Loyalist
15752081,At Risk
15781307,Loyalist
15775912,Loyalist
15745417,Loyalist
15671256,Promising
15653547,Loyalist
15595766,Loyalist
15742358,Loyalist
15763274,At Risk
15786063,Promising
15600258,Promising
15573318,Loyalist
15653849,At Risk
15694272,Promising
15736112,Promising
15749851,Loyalist
15663478,Loyalist
15592300,Loyalist
15567832,Loyalist
15776780,At Risk
15592846,Loyalist
15739803,Loyalist
15794142,At Risk
15762729,Promising
15667896,Champion
15626578,Champion
15776223,Loyalist
15705953,At Risk
15802593,At Risk
15615457,Promising
15708916,Promising
15720187,Loyalist
15595440,Champion
15600651,At Risk
15750141,Loyalist
15657284,Loyalist
15763063,Loyalist
15709324,Loyalist
15711309,Loyalist
15775318,At Risk
15705515,Loyalist
15634844,Loyalist
15717046,Loyalist
15571816,Loyalist
15670080,Loyalist
15800440,Promising
15665678,Loyalist
15665956,At Risk
15788126,Loyalist
15811773,Loyalist
15651674,At Risk
15689614,Promising
15795564,Loyalist
15706647,At Risk
15728505,Promising
15730076,At Risk
15622003,Loyalist
15607312,Champion
15644753,Loyalist
15653620,Champion
15761986,Loyalist
15633922,Loyalist
15734674,Loyalist
15658032,Promising
15692671,Loyalist
15737741,Promising
15576352,Loyalist
15753719,Loyalist
15803689,At Risk
15718057,At Risk
15722010,At Risk
15680998,Loyalist
15614782,Promising
15591047,At Risk
15788291,Loyalist
15604044,Loyalist
15679587,Loyalist
15775153,Loyalist
15603925,Loyalist
15680970,Promising
15697183,Loyalist
15567446,Loyalist
15637476,At Risk
15714939,Loyalist
15683503,At Risk
15645569,Champion
15782569,Loyalist
15592387,Loyalist
15609286,Loyalist
15814035,Loyalist
15661249,Loyalist
15629117,Loyalist
15607170,Loyalist
15586585,At Risk
15686611,Loyalist
15603203,Loyalist
15619857,Promising
15805062,Promising
15660271,Loyalist
15745295,Promising
15719352,Loyalist
15766575,At Risk
15594594,Loyalist
15646161,Champion
15682585,Loyalist
15603134,Loyalist
15636444,Loyalist
15773456,Loyalist
15745307,Promising
15604119,Loyalist
15626900,Promising
15605447,At Risk
15589030,Promising
15692463,Loyalist
15712403,At Risk
15811762,At Risk
15718673,Loyalist
15724282,Loyalist
15738181,Loyalist
15633648,At Risk
15603323,Promising
15583725,Promising
15588350,Loyalist
15798398,Loyalist
15784844,At Risk
15580684,Loyalist
15809663,Promising
15640078,Loyalist
15698786,Loyalist
15569807,Loyalist
15730830,Loyalist
15805112,Loyalist
15633064,Loyalist
15703119,Champion
15730447,Loyalist
15813850,Loyalist
15711889,Loyalist
15664610,Loyalist
15751710,Champion
15692926,Loyalist
15813741,Loyalist
15698474,Promising
15568595,Loyalist
15603065,Loyalist
15592937,Loyalist
15699637,Loyalist
15667215,Promising
15788659,Loyalist
15763218,Promising
15645772,Champion
15725511,Loyalist
15575024,Loyalist
15640825,Loyalist
15662397,Loyalist
15576368,At Risk
15674991,Champion
15721024,Promising
15745621,Champion
15642394,Loyalist
15754605,Loyalist
15607040,Loyalist
15715142,Loyalist
15810978,Promising
15668886,Loyalist
15780804,Loyalist
15613880,Loyalist
15775238,Loyalist
15786905,Loyalist
15747867,Loyalist
15600337,Promising
15801277,Promising
15579334,At Risk
15802741,At Risk
15720649,Loyalist
15589493,Promising
15688251,Promising
15665238,Loyalist
15740900,Champion
15681068,Promising
15748625,Champion
15727299,Promising
15620204,Promising
15669516,Promising
15736534,Promising
15803457,Loyalist
15659098,Loyalist
15603436,Promising
15566292,Promising
15808621,Promising
15580148,At Risk
15776231,Loyalist
15773809,Loyalist
15649423,Champion
15734886,Loyalist
15722548,At Risk
15650288,Loyalist
15629448,Promising
15716164,Loyalist
15807609,At Risk
15578977,Loyalist
15677369,Loyalist
15804072,Loyalist
15696859,At Risk
15653780,Loyalist
15721658,Promising
15578761,Champion
15736879,Promising
15571973,Promising
15626742,Loyalist
15672692,Champion
15673570,Champion
15767432,At Risk
15654238,Loyalist
15612525,At Risk
15812750,Loyalist
15790757,Loyalist
15723873,Loyalist
15744607,Loyalist
15612966,Loyalist
15784209,Loyalist
15794278,Loyalist
15766741,Promising
15661036,At Risk
15705639,Loyalist
15637414,Loyalist
15716835,Loyalist
15696231,Loyalist
15641675,At Risk
15670755,Champion
15640059,Loyalist
15787619,Promising
15587535,At Risk
15813034,Promising
15698839,Loyalist
15790314,Promising
15634245,At Risk
15677305,Loyalist
15661526,Promising
15685997,Loyalist
15660101,Loyalist
15637979,Promising
15815364,Promising
15647099,Loyalist
15625944,Loyalist
15583212,Loyalist
15582741,Loyalist
15637876,Loyalist
15622750,Promising
15672056,At Risk
15812351,Promising
15810864,Promising
15677921,At Risk
15724296,Promising
15685329,Promising
15584091,Promising
15640442,Loyalist
15639314,Promising
15685320,Loyalist
15789158,At Risk
15752137,Loyalist
15712551,At Risk
15628936,Loyalist
15797227,Champion
15769974,Loyalist
15737051,Loyalist
15585595,Promising
15654060,Promising
15745196,Loyalist
15571221,Loyalist
15660155,Loyalist
15605284,Promising
15694366,Promising
15600739,Promising
15653253,Loyalist
15763431,Promising
15643696,Loyalist
15707473,At Risk
15769504,Promising
15776807,Promising
15686870,Loyalist
15668747,Loyalist
15766908,Loyalist
15570134,Champion
15567367,Loyalist
15747542,Champion
15762238,Promising
15681554,Champion
15712825,Champion
15640280,Loyalist
15756026,At Risk
15613319,Promising
15798906,Loyalist
15708917,Loyalist
15778463,Loyalist
15699430,Loyalist
15649992,Champion
15578980,Loyalist
15775306,At Risk
15641655,Promising
15619708,Loyalist
15734565,Loyalist
15806438,Promising
15591969,Loyalist
15747807,Loyalist
15596939,Loyalist
15716155,Loyalist
15765311,Loyalist
15757811,Loyalist
15603830,Loyalist
15660602,Champion
15660535,Loyalist
15666633,Promising
15596914,Promising
15639788,Loyalist
15695846,Champion
15726234,Loyalist
15797964,Promising
15625881,Loyalist
15780628,Loyalist
15575883,Promising
15585036,Loyalist
15589488,Loyalist
15585888,Loyalist
15727915,Loyalist
15707567,At Risk
15737792,Promising
15599433,Loyalist
15672012,Loyalist
15806983,Loyalist
15592222,At Risk
15608968,Loyalist
15586959,Loyalist
15646558,Promising
15725811,Promising
15572265,At Risk
15794048,At Risk
15677610,Loyalist
15745012,Champion
15601589,Champion
15686436,Loyalist
15693864,At Risk
15760550,Champion
15686137,Loyalist
15809087,At Risk
15807663,Loyalist
15809100,Promising
15794916,Loyalist
15614215,Champion
15805449,Loyalist
15686983,Champion
15808017,Promising
15756804,At Risk
15646810,Loyalist
15710424,Loyalist
15799422,Loyalist
15692750,At Risk
15794549,Promising
15803764,Loyalist
15674840,Loyalist
15653762,Loyalist
15581229,Promising
15800228,Loyalist
15656333,Loyalist
15697497,Champion
15585362,At Risk
15571928,At Risk
15785519,Loyalist
15743007,At Risk
15777211,Loyalist
15721935,Champion
15591711,Promising
15625021,Promising
15702968,Loyalist
15600462,Loyalist
15768104,Loyalist
15780140,Promising
15585255,Loyalist
15772781,At Risk
15669987,Loyalist
15697000,Loyalist
15733119,Loyalist
15782390,Loyalist
15654700,Promising
15632210,Promising
15642041,Promising
15709737,Champion
15792388,Loyalist
15786014,Loyalist
15794580,At Risk
15675964,Loyalist
15814275,Loyalist
15724848,At Risk
15754713,Loyalist
15693814,Loyalist
15599660,Champion
15746490,Loyalist
15566091,Loyalist
15655961,Promising
15710404,Loyalist
15775625,At Risk
15792328,Loyalist
15719856,Loyalist
15593773,Loyalist
15733114,At Risk
15797748,Loyalist
15743411,At Risk
15753337,At Risk
15601026,Promising
15658485,Loyalist
15636731,Promising
15628303,Loyalist
15633461,Loyalist
15677135,Champion
15590876,Loyalist
15790782,Loyalist
15700476,Champion
15634141,Loyalist
15737795,Promising
15790299,At Risk
15675316,Loyalist
15613630,Loyalist
15662100,Loyalist
15668032,Loyalist
15599289,Loyalist
15754084,Promising
15676521,Loyalist
15804586,At Risk
15781465,Loyalist
15729362,Loyalist
15709295,Loyalist
15745324,Loyalist
15741336,Loyalist
15783659,Loyalist
15620981,At Risk
15630328,Champion
15785899,Loyalist
15606149,Loyalist
15671139,Promising
15660429,Promising
15571002,Loyalist
15631681,Promising
15731522,Champion
15619529,Loyalist
15628034,Loyalist
15686164,Promising
15582797,Loyalist
15753831,Loyalist
15731815,At Risk
15580956,Loyalist
15602084,Loyalist
15589805,Loyalist
15720893,Loyalist
15641009,Loyalist
15605926,Champion
15805955,Loyalist
15801488,Loyalist
15605918,Loyalist
15779711,Champion
15705620,Loyalist
15685357,Loyalist
15570060,Loyalist
15582616,Loyalist
15799515,At Risk
15642937,At Risk
15624729,Promising
15566156,Promising
15792360,Champion
15807008,Loyalist
15704770,Promising
15756475,Champion
15655339,Promising
15613749,Promising
15664521,Champion
15681206,At Risk
15745527,Loyalist
15806926,Promising
15724563,Loyalist
15782899,Loyalist
15623521,Loyalist
15810218,At Risk
15645621,Loyalist
15608114,Loyalist
15659557,Loyalist
15787772,Promising
15691111,Loyalist
15592089,Champion
15633897,Promising
15701301,Loyalist
15723685,Loyalist
15701602,At Risk
15739189,Loyalist
15573086,Loyalist
15569050,At Risk
15750765,Promising
15799811,Loyalist
15698442,Loyalist
15655274,Loyalist
15603594,Loyalist
15585961,Loyalist
15686936,Loyalist
15770424,Loyalist
15587451,Loyalist
15602010,At Risk
15600583,Promising
15654673,At Risk
15717164,Champion
15765014,Promising
15682639,Loyalist
15729279,Loyalist
15759805,Loyalist
15767864,Loyalist
15769948,Promising
15686345,Champion
15688071,Loyalist
15681174,Promising
15667521,Loyalist
15750243,Loyalist
15695475,Promising
15689176,Loyalist
15652955,Promising
15668958,Promising
15631054,Promising
15581479,Promising
15577478,Loyalist
15780870,Loyalist
15692317,Loyalist
15593969,Loyalist
15570417,Promising
15779059,Loyalist
15785980,Loyalist
15644200,Promising
15793949,At Risk
15645103,Loyalist
15705860,Loyalist
15623828,Loyalist
15715003,Promising
15623471,Loyalist
15798348,Loyalist
15743016,Loyalist
15769499,Loyalist
15798521,Loyalist
15706534,At Risk
15706186,Loyalist
15812197,Loyalist
15650933,At Risk
15692991,Loyalist
15631189,Loyalist
15762198,Loyalist
15699598,Loyalist
15692744,Loyalist
15688963,Loyalist
15599131,Loyalist
15680303,At Risk
15628674,Loyalist
15648075,At Risk
15586970,Loyalist
15625698,Champion
15790497,Loyalist
15682618,Champion
15762937,Champion
15750929,Loyalist
15729832,Loyalist
15633650,Champion
15748856,Loyalist
15589195,Loyalist
15699911,Loyalist
15663438,Promising
15692583,Loyalist
15591257,Loyalist
15646513,Loyalist
15708063,At Risk
15696098,Loyalist
15645517,Promising
15649744,Loyalist
15604304,Loyalist
15784092,Loyalist
15585198,Loyalist
15624347,Loyalist
15621687,Promising
15689081,Loyalist
15813168,At Risk
15604295,Loyalist
15724127,Loyalist
15673055,Champion
15768201,Promising
15782219,Loyalist
15746410,Loyalist
15780144,Promising
15590476,Loyalist
15624293,At Risk
15618182,Promising
15660316,Promising
15678886,Loyalist
15616330,Loyalist
15592229,Promising
15798424,Promising
15714750,Loyalist
15648800,Loyalist
15626147,At Risk
15626608,Loyalist
15723250,Champion
15592583,At Risk
15759381,Loyalist
15585241,Promising
15589358,Loyalist
15672704,Loyalist
15789955,At Risk
15596800,Promising
15627305,Loyalist
15645316,Promising
15593973,Loyalist
15647301,Loyalist
15750258,Promising
15685309,Loyalist
15628205,Promising
15733974,Loyalist
15762110,Promising
15706899,Loyalist
15732660,Promising
15656121,Loyalist
15614220,Loyalist
15645269,Loyalist
15698510,Loyalist
15569247,Promising
15566251,Loyalist
15716134,Loyalist
15763625,Loyalist
15605965,Champion
15694821,Loyalist
15601688,Loyalist
15575581,Loyalist
15671209,At Risk
15616529,Loyalist
15773906,Loyalist
15722993,Loyalist
15752463,Loyalist
15589754,Promising
15669899,At Risk
15766887,Promising
15768006,Loyalist
15741295,Loyalist
15811327,Promising
15690007,At Risk
15690664,Loyalist
15719348,Loyalist
15781802,Loyalist
15752731,Loyalist
15600997,Loyalist
15750776,Promising
15723907,At Risk
15633419,Promising
15702430,Loyalist
15710456,Promising
15650351,Loyalist
15590820,Loyalist
15640454,Promising
15697789,Loyalist
15808182,Loyalist
15588670,Loyalist
15721292,Loyalist
15604217,Loyalist
15651369,Promising
15782454,Loyalist
15814032,Promising
15570326,Champion
15624428,Loyalist
15755638,Loyalist
15600992,Promising
15755649,At Risk
15795228,Loyalist
15589257,Loyalist
15719302,Loyalist
15639882,Promising
15791279,Loyalist
15636935,Promising
15686909,Loyalist
15589572,At Risk
15779947,At Risk
15573769,Loyalist
15578866,Promising
15739131,Loyalist
15813444,Loyalist
15678058,Loyalist
15769169,Loyalist
15804602,Loyalist
15651052,At Risk
15724334,Loyalist
15569451,Promising
15650098,Champion
15724307,Loyalist
15599268,Loyalist
15594864,Loyalist
15616451,Loyalist
15715667,Loyalist
15658969,At Risk
15738174,Loyalist
15813590,Loyalist
15624229,Loyalist
15674148,Loyalist
15625080,At Risk
15682528,Loyalist
15696900,Loyalist
15730038,Loyalist
15812272,Loyalist
15654654,Champion
15697625,Promising
15616280,At Risk
15654229,Promising
15628298,At Risk
15733387,Loyalist
15775572,Loyalist
15613844,Loyalist
15578515,Loyalist
15607598,Champion
15742480,Promising
15749482,Loyalist
15607537,At Risk
15575410,Loyalist
15684865,Loyalist
15600700,Loyalist
15774155,Promising
15634267,Loyalist
15619626,Loyalist
15660422,Loyalist
15617934,Loyalist
15760774,Promising
15813132,Loyalist
15593331,Loyalist
15616709,Promising
15658052,Loyalist
15721189,Champion
15711288,Loyalist
15770030,Loyalist
15803681,Loyalist
15702789,Loyalist
15814930,Loyalist
15658306,Loyalist
15699523,At Risk
15610383,At Risk
15615032,Loyalist
15781989,Loyalist
15647402,Loyalist
15740494,Loyalist
15701265,Promising
15743532,Loyalist
15794870,Loyalist
15747591,Promising
15726557,Loyalist
15732199,Loyalist
15662291,At Risk
15749050,Loyalist
15781586,Promising
15617078,Loyalist
15723339,Loyalist
15671322,Loyalist
15793854,Promising
15756539,Loyalist
15612064,Loyalist
15625916,Loyalist
15683195,Loyalist
15690182,Loyalist
15721719,Champion
15641690,Champion
15634896,Champion
15671590,Loyalist
15779182,At Risk
15778287,Champion
15609510,Loyalist
15742229,Loyalist
15658532,Loyalist
15590993,Loyalist
15565701,Loyalist
15597239,Loyalist
15688880,Loyalist
15813917,Loyalist
15679611,Promising
15636589,Champion
15687752,Promising
15584363,Promising
15737748,Loyalist
15803365,Promising
15793247,Loyalist
15572360,Loyalist
15795166,Champion
15724620,Promising
15800856,Loyalist
15671097,Promising
15683930,Loyalist
15749004,Promising
15800434,At Risk
15709117,Loyalist
15638806,At Risk
15662294,Champion
15690079,Loyalist
15759317,Promising
15750497,Loyalist
15596181,Loyalist
15576602,Loyalist
15644833,At Risk
15734634,Loyalist
15808689,Loyalist
15720702,Loyalist
15665077,At Risk
15763612,Promising
15596493,Champion
15704483,Loyalist
15598846,Promising
15629244,At Risk
15765537,Promising
15729975,Loyalist
15682773,Loyalist
15688007,Loyalist
15574331,Loyalist
15645572,Loyalist
15742854,At Risk
15575417,Champion
15796721,Loyalist
15734942,Loyalist
15664772,Promising
15576683,Loyalist
15682563,Loyalist
15650889,Loyalist
15612108,Loyalist
15761132,Loyalist
15645511,Promising
15609824,At Risk
15640268,Loyalist
15645778,Loyalist
15691104,Loyalist
15714567,Loyalist
15777826,Loyalist
15668445,Promising
15576162,Loyalist
15778135,Loyalist
15613141,Loyalist
15635435,At Risk
15596552,Loyalist
15623644,Loyalist
15683403,Loyalist
15615029,Loyalist
15769005,Loyalist
15746326,Loyalist
15722364,Champion
15704954,Promising
15694409,Loyalist
15754068,Loyalist
15683841,Champion
15789095,Loyalist
15719958,Loyalist
15689514,Loyalist
15621353,Loyalist
15627232,Loyalist
15745843,Loyalist
15722902,Loyalist
15791767,Loyalist
15792722,Loyalist
15723006,Champion
15771942,At Risk
15774738,Loyalist
15574004,Champion
15587233,At Risk
15808228,Loyalist
15682834,Loyalist
15571752,Loyalist
15743067,Loyalist
15714466,At Risk
15617982,Loyalist
15696637,Loyalist
15690647,At Risk
15672756,Loyalist
15704586,Champion
15674526,Loyalist
15775295,Promising
15684196,At Risk
15727281,Loyalist
15787835,Loyalist
15730540,At Risk
15646276,Promising
15582180,Loyalist
15697095,At Risk
15748797,Promising
15754796,Loyalist
15628947,Loyalist
15775546,Loyalist
15670481,Champion
15619029,Promising
15613282,Loyalist
15721487,Loyalist
15797276,Loyalist
15612494,Loyalist
15629617,Promising
15600821,Promising
15579062,Loyalist
15814268,Loyalist
15710164,At Risk
15693904,Loyalist
15588986,Loyalist
15797733,Loyalist
15620507,Loyalist
15685150,Champion
15667651,Loyalist
15774166,Promising
15649280,Loyalist
15705657,Promising
15753969,Loyalist
15742378,Loyalist
15794874,Loyalist
15589221,Promising
15596671,Loyalist
15583668,Promising
15710206,Loyalist
15799966,At Risk
15794560,Loyalist
15626485,Loyalist
15703143,Loyalist
15809772,At Risk
15687959,Loyalist
15585282,Promising
15714993,Loyalist
15596021,Loyalist
15646615,Promising
15742632,Loyalist
15574068,At Risk
15806967,Loyalist
15796334,Loyalist
15688713,Loyalist
15796179,Loyalist
15598751,At Risk
15703019,Champion
15646302,Loyalist
15680855,Promising
15697311,Loyalist
15585367,At Risk
15726556,Loyalist
15676242,Loyalist
15684198,Champion
15774882,Loyalist
15714227,Loyalist
15608653,Loyalist
15784280,Promising
15789546,Loyalist
15590320,Loyalist
15678385,Promising
15571778,At Risk
15657085,Loyalist
15640627,Loyalist
15566211,Promising
15669293,Loyalist
15595067,Champion
15753566,Loyalist
15650391,Loyalist
15681843,Promising
15814846,At Risk
15670374,At Risk
15762332,Promising
15700223,Loyalist
15729956,Promising
15594862,Loyalist
15598782,Champion
15745080,Loyalist
15703399,Loyalist
15732175,Promising
15630725,At Risk
15640260,Champion
15716822,Loyalist
15583748,Loyalist
15605968,Loyalist
15790683,Promising
15607713,Promising
15700212,At Risk
15626710,Loyalist
15716491,Loyalist
15625824,At Risk
15617705,Loyalist
15761976,Loyalist
15634891,Loyalist
15744517,At Risk
15686963,Loyalist
15808189,Champion
15580845,Loyalist
15799156,Loyalist
15694296,Loyalist
15677049,Champion
15583595,Loyalist
15590146,Promising
15801548,Champion
15660833,Loyalist
15762277,At Risk
15791302,Loyalist
15798975,At Risk
15599956,Loyalist
